Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,19073,14
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,10798,2
82734241364,Campact e.V.,Campact e.V.,9831,306
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,9137,64
21289227249,FDP,FDP,6841,710
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6269,780
78502295414,CDU,CDU,5742,24
75159424764,Aktion Mensch,Aktion Mensch,4593,30
540404695989874,AfD,AfD,4288,44
47930567748,SPD,SPD,3762,70
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,3580,7
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,2211,78
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2139,6
111033161266569,DeinMorgen,Die Jungen Unternehmer,2095,4
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,2049,196
484950398505596,IRC Deutschland,IRC Deutschland,1792,12
104342778292114,Kaspar Haller,Kaspar Haller,1680,32
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1578,22
116580098376181,Audible,These ads ran without a disclaimer,1552,3
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1444,8
23216224900,Plan International Deutschland,Plan International Deutschland,1372,19
249296718436,IG Metall,IG Metall,1348,4
47694585682,DIE LINKE,DIE LINKE,1312,28
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1296,22
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,1239,1
400646766650321,Blinkist,Blinks Labs GmbH,1217,58
134137749971478,SPD Berlin,SPD Berlin,1156,21
154149027994068,ZDF,ZDF,1118,4
108165514298122,Zukunft sichern,Zukunft Sichern,1087,48
376601206024823,DIE DA OBEN!,funk,1065,6
134209407129787,Volt Deutschland,Volt Deutschland,1053,38
331832984040,LichtBlick,LichtBlick,1036,21
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1032,54
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,1011,4
1672408719723194,Deutschland3000,funk,989,10
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,980,10
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),927,76
131470655621,Deutscher Hanfverband (DHV),Deutscher Hanfverband (DHV),879,4
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),871,7
126952903983246,CDU Berlin,CDU Berlin,870,138
196999950359158,FDP Berlin,FDP Berlin,823,209
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,822,6
350558562311,FDP Bayern,FDP Bayern,820,56
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,786,6
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,782,26
92576009043,Jens Spahn,Jens Spahn,774,78
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,735,3
100822712149179,Katharina Pötter,Katharina Pötter,707,19
124651027557566,PHOENIX,phoenix,702,7
170688644503,UNICEF Deutschland,UNICEF Deutschland,672,25
178362315106,European Parliament,European Parliament,664,90
227292860644574,Sebastian Czaja,FDP Berlin,652,192
1743773295948182,Airbnb Citizen Deutschland,These ads ran without a disclaimer,638,2
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,635,27
161273245888,Save the Children Deutschland,Save the Children Deutschland,613,98
205311826175998,DIE LINKE. Mecklenburg-Vorpommern,DIE LINKE. Mecklenburg-Vorpommern,611,39
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,596,17
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,538,14
282800387209,FDP NRW,FDP NRW,522,31
223829854355699,Frosch,Frosch,505,4
1578640155687393,Sea-Watch,Sea-Watch,480,17
614408642007931,Zurich,Zürich Beteiligungs AG,479,1
110690476948986,Volt Hannover,Volt Deutschland,470,4
1014057301965054,Thomas Heilmann,CDU Steglitz-Zehlendorf,467,4
104150167868286,eine für alle - Die Studierendenbefragung,Deutsches Studentenwerk e.V.,462,3
183292338524573,Nestlé,Nestlé Deutschland,448,2
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,445,6
206465909483677,CDU Bonn,CDU Bonn,428,8
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,416,35
110976485656573,Junge Liberale JuLis,Junge Liberale,410,6
114186703597807,VIER PFOTEN,VIER PFOTEN,404,17
395225134413161,Volt Berlin,Volt Berlin,400,24
116000986793106,Klima,Climate Labs GmbH,390,1
700577889971139,PENNY,PENNY,379,6
123103607735306,PRO ASYL,PRO ASYL,377,11
1565754943752371,Robert Farle,Robert Farle,365,21
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,363,9
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,355,55
88331883353,BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz,Bündnis 90/Die Grünen Rheinland-Pfalz,353,9
119259598130965,Bildungsstätte Anne Frank,Bildungsstätte Anne Frank,351,15
120479081330563,Körber-Stiftung,Körber-Stiftung,336,2
453150811428411,Mastercard,Mastercard,326,2
166830066695333,Grüne Heidelberg,Bündnis 90/Die Grünen Heidelberg,326,6
156155281149864,FDP Köln,FDP Köln,312,82
100528568765838,Timo Schisanowski,Timo Schisanowski,306,17
76866574484,SPD Niedersachsen,SPD Niedersachsen,302,21
1026865247418194,Daniel Föst,Daniel Föst,298,2
349452295159676,"Peter Stein, Bundestagsabgeordneter",Peter Stein,295,13
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,293,15
103265228734073,Stephan Mayer 2021,CSU-Bürgerbüro,290,70
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,284,28
107268848302529,Elli - A brand of the Volkswagen Group,Volkswagen Group Charging GmbH,281,16
154423267921909,followfood,followfood,280,3
121750731257078,DIE LINKE. Region Hannover,DIE LINKE. Region Hannover,278,9
103970902017298,Wahl-plakate.com,wahl-plakate.com,277,6
648606161910298,"Ministerium für Soziales, Gesundheit, Frauen und Familie","Ministerium für Soziales, Gesundheit, Frauen und Familie",275,3
263503200272,Welthungerhilfe,Welthungerhilfe,268,6
478399422560922,KadeFungin,DR. KADE,259,12
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,258,15
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,255,7
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,252,4
275335619167195,CDU Schleswig-Holstein,CDU Schleswig-Holstein,250,4
130273271119,SPD Hamburg,SPD Hamburg,244,18
312751442108983,SPD Ludwigshafen,SPD Ludwigshafen,238,70
166021496808171,Annegret Kramp-Karrenbauer,Kramp-Karrenbauer,231,18
969991799799891,Monika Grütters,CDU Reinickendorf | Monika Grütters,227,4
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,226,30
381177051962,Grüne München,BÜNDNIS 90/DIE GRÜNEN,225,27
2364772793592996,Maximilian Mörseburg,Maximilian Mörseburg,219,75
358818263101,Norbert Röttgen,Norbert Röttgen,217,3
561953460655717,Social Media Ads,Alexander Dietrich,215,58
86337829141,BÜNDNIS 90/DIE GRÜNEN Sachsen,BÜNDNIS 90/DIE GRÜNEN in Sachsen,215,2
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,215,10
10150139727730045,CDU Hannover,CDU Hannover Stadt,214,23
248913988520756,Union Investment,Union Investment Privatfonds GmbH,214,2
102534893738681,Alexander Krauß MdB,Alexander Krauß MdB,213,15
382418695453810,Jan Metzler,Jan Metzler,213,6
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,29
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,213,4
107411260903386,The Mother Nature App,The Mother Nature GmbH,212,12
560371954129652,TAG24,TAG24 NEWS Deutschland GmbH,211,13
114051096811588,RUHR SPD,RuhrSPD,211,5
387862064617610,Grüne Hannover,BÜNDNIS 90/DIE GRÜNEN,208,24
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,206,215
343364921106,Caritas international,Caritas international,204,69
187394117987834,Bündnis 90/Die Grünen Mecklenburg-Vorpommern,BÜNDNIS 90/DIE GRÜNEN Mecklenburg-Vorpommern,203,26
100572773318575,Ärzte der Welt,Ärzte der Welt,202,34
189184071108491,FDP Hamburg,FDP Hamburg,200,1
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,190,5
41509493347,Diakonie Deutschland,Diakonie Deutschland,184,4
103514875204240,Christoph Schork FDP - Bundestagskandidat,FDP Kreisverband Düsseldorf,182,7
101124947919410,GermanZero,Germanzero,182,50
108897001501212,LGBielefeld 2021,Universität Bielefeld,180,36
108826898029,Uwe Feiler,Uwe Feiler,179,4
143504445664134,Christian Lindner,FDP,173,2
135445149965726,Kai Whittaker,Kai Whittaker,173,10
545040792244231,"Dr. Fabian Mehring, MdL",Dr. Fabian Mehring,173,7
1299185570141113,"Stephan Pilsinger, MdB",Stephan Nikolaus Pilsinger,172,2
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,171,3
161674141345516,Weltverbesserer,Die Techniker (TK),170,9
45872374946,GREENPEACE MAGAZIN,GREENPEACE MAGAZIN,169,12
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,168,25
182704598535,Open Doors Deutschland,Open Doors Deutschland,167,6
170723476273472,Grüne Kreisverband Ludwigsburg,BÜNDNIS 90/DIE GRÜNEN,162,31
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,160,21
2254605154567579,Ernestos Varvaroussis FDP,Ernestos Andreas Varvaroussis,159,5
638247852865845,Karl Lauterbach,Prof. Dr. Karl Lauterbach,157,1
124207927630198,WDR,WDR,156,6
1248546532016733,Empirische Sozialforschung - Uni Bielefeld,Universität Bielefeld,155,25
173369732686833,Bündnis90/Die Grünen Frankfurt,Bündnis 90/Die Grünen Frankfurt am Main,155,14
243128545750196,GRÜNE Düsseldorf,BÜNDNIS 90/DIE GRÜNEN,154,12
313744767921,der Freitag,der Freitag,154,13
100755981968185,Seija Knorr-Köning,Seija Knorr-Köning,153,37
102789251842365,Annette Niermann,Annette Maria Niermann,152,2
2188342231399828,HSI/Deutschland,HSI/Deutschland,152,8
116335026590900,Mülltrennung wirkt,die dualen Systeme,152,51
130762413606684,Junge Liberale JuLis Oberbayern,Junge Liberale Oberbayern,151,5
218786540044,WWF Deutschland,WWF Deutschland,150,4
2135010219947091,MINTmagie,Bundesministerium für Bildung und Forschung,148,5
856337431156538,TIMEPARTNER,TimePartner Personalmanagement GmbH,148,1
192914530744779,Stephan Weil,SPD Niedersachsen,147,9
429181204474582,Volt Oldenburg,Volt Deutschland,146,4
