Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6429,797
103355385129734,The Climate Pledge,The Climate Pledge,6336,2
331832984040,LichtBlick,LichtBlick,5769,28
194997973937131,LinkedIn,LinkedIn Germany GmbH,4728,25
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,3882,2
178362315106,European Parliament,European Parliament,3770,8
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,2676,12
346059386316717,Dash,These ads ran without a disclaimer,1858,2
484950398505596,IRC Deutschland,IRC Deutschland,1504,10
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1395,12
161273245888,Save the Children Deutschland,Save the Children Deutschland,1115,75
23216224900,Plan International Deutschland,Plan International Deutschland,1110,26
197589525931,Facebook app,Facebook,1097,1
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1086,43
478399422560922,KadeFungin,DR. KADE,1043,13
208991275785989,Vonovia,Vonovia SE,1016,62
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,955,62
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,785,15
116580098376181,Audible,These ads ran without a disclaimer,766,5
273454591804,SOS-Kinderdorf Deutschland,SOS-Kinderdorf e.V.,722,10
555258241345272,immocation,immocation GmbH,679,8
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,678,34
139065632780165,Monika Hohlmeier,Monika Hohlmeier,603,5
130534873659391,Green Planet Energy,Green Planet Energy eG,584,48
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,577,3
82734241364,Campact e.V.,Campact e.V.,566,20
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,522,5
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,497,14
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,494,3
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",491,10
116335026590900,Mülltrennung wirkt,die dualen Systeme,487,17
117987998225710,Durex,These ads ran without a disclaimer,468,1
116000986793106,Klima,Climate Labs GmbH,428,6
343364921106,Caritas international,Caritas international,374,131
170688644503,UNICEF Deutschland,UNICEF Deutschland,339,25
