Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
82734241364,Campact e.V.,Campact e.V.,10886,344
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6452,692
178362315106,European Parliament,European Parliament,6065,8
108824017345866,Facebook,Facebook Inc.,5751,23
21289227249,FDP,FDP,3622,59
107898832590939,European Commission,European Commission,2484,33
540404695989874,AfD,AfD,2426,30
111033161266569,DeinMorgen,Die Jungen Unternehmer,2411,68
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,2167,28
170688644503,UNICEF Deutschland,UNICEF Deutschland,1797,38
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1777,14
23216224900,Plan International Deutschland,Plan International Deutschland,1416,11
108165514298122,Zukunft sichern,Zukunft Sichern,1278,26
249296718436,IG Metall,IG Metall,1265,8
484950398505596,IRC Deutschland,IRC Deutschland,1209,4
116580098376181,Audible,These ads ran without a disclaimer,1181,2
134209407129787,Volt Deutschland,Volt Deutschland,1092,13
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1034,23
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1030,15
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1010,90
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,986,50
90035328642,PETA Deutschland,PETA Deutschland,832,15
331832984040,LichtBlick,LichtBlick,825,27
116000986793106,Klima,Climate Labs GmbH,745,2
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,710,4
350558562311,FDP Bayern,FDP Bayern,630,18
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),589,36
130273271119,SPD Hamburg,SPD Hamburg,514,57
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,512,11
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,502,4
154149027994068,ZDF,ZDF,449,1
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,443,59
380349938694731,Mentor Verlag,Mentor Verlag,438,3
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,433,2
47930567748,SPD,SPD,402,8
143504445664134,Christian Lindner,FDP,390,9
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,374,25
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,348,9
161273245888,Save the Children Deutschland,Save the Children Deutschland,347,17
126952903983246,CDU Berlin,CDU Berlin,331,137
614408642007931,Zurich,Zürich Beteiligungs AG,325,4
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,312,106
110976485656573,Junge Liberale JuLis,Junge Liberale,299,8
2188342231399828,HSI/Deutschland,HSI/Deutschland,288,26
