Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
107898832590939,European Commission,European Commission,12490,17
103355385129734,The Climate Pledge,The Climate Pledge,11766,6
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6018,648
82734241364,Campact e.V.,Campact e.V.,5699,610
768905426534529,Bundesregierung,Bundesregierung,1958,3
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,1949,46
106626487721376,Amazon Europe,These ads ran without a disclaimer,1512,1
106626487721376,Amazon Europe,Amazon Europe,1427,6
331832984040,LichtBlick,LichtBlick,1302,54
1762360844053566,RECUP,RECUP,1266,64
170688644503,UNICEF Deutschland,UNICEF Deutschland,1033,37
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1032,92
178362315106,European Parliament,European Parliament,1003,7
453150811428411,Mastercard,Mastercard,867,4
484950398505596,IRC Deutschland,IRC Deutschland,852,6
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,829,45
23216224900,Plan International Deutschland,Plan International Deutschland,820,15
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,673,104
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,653,7
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,651,22
116580098376181,Audible,These ads ran without a disclaimer,643,1
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,549,10
478399422560922,KadeFungin,DR. KADE,536,11
21289227249,FDP,FDP,510,19
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,457,30
1578640155687393,Sea-Watch,Sea-Watch,438,14
103514875204240,Christoph Schork FDP - Bundestagskandidat,FDP Kreisverband Düsseldorf,426,13
1947378708884004,Initiative Frosch,Initiative Frosch,410,15
161273245888,Save the Children Deutschland,Save the Children Deutschland,406,38
207701206022092,Fritzi aus Preußen,EinsPlusVier GmbH,400,4
90035328642,PETA Deutschland,PETA Deutschland,393,37
192173427494417,"WOLF Heizung, Klima, Lüftung",WOLF GmbH,391,6
2188342231399828,HSI/Deutschland,HSI/Deutschland,366,17
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,338,40
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,328,16
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,318,4
540404695989874,AfD,AfD,307,10
78502295414,CDU,CDU,304,15
614408642007931,Zurich,Zürich Beteiligungs AG,296,6
154423267921909,followfood,followfood,292,2
380349938694731,Mentor Verlag,Mentor Verlag,249,1
161674141345516,Weltverbesserer,Die Techniker (TK),247,11
1982314815387746,EYD,Humanitarian Clothing GmbH,244,20
116335026590900,Mülltrennung wirkt,die dualen Systeme,239,53
154149027994068,ZDF,ZDF,238,2
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,236,15
164355333623231,The Left,GUE/NGL,236,23
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),219,7
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,13
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,211,21
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,206,31
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,204,57
614408642007931,Zurich,Zürich Beteiligungs AG,198,4
1454464454784272,EWR,EWR Aktiengesellschaft,198,3
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,193,2
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,193,92
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,189,3
107411260903386,The Mother Nature App,The Mother Nature GmbH,184,11
165629350137468,Schaebens,Schaebens,179,14
503345659690341,hsp,hsp - Die Fundraiser,177,13
