Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12070,8
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,5633,533
82734241364,Campact e.V.,Campact e.V.,5208,391
170688644503,UNICEF Deutschland,UNICEF Deutschland,2126,39
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,1987,15
484950398505596,IRC Deutschland,IRC Deutschland,1598,13
106626487721376,Amazon Europe,Amazon Europe,1432,6
1762360844053566,RECUP,RECUP,1293,64
1947378708884004,Initiative Frosch,Initiative Frosch,1193,26
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,1039,53
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1020,90
453150811428411,Mastercard,Mastercard,1013,2
178362315106,European Parliament,European Parliament,992,4
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",960,2
23216224900,Plan International Deutschland,Plan International Deutschland,950,17
768905426534529,Bundesregierung,Bundesregierung,772,1
331832984040,LichtBlick,LichtBlick,748,52
116580098376181,Audible,These ads ran without a disclaimer,706,1
248913988520756,Union Investment,Union Investment Privatfonds GmbH,575,1
1578640155687393,Sea-Watch,Sea-Watch,544,12
540404695989874,AfD,AfD,504,16
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,490,16
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,458,30
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,441,8
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,430,64
107898832590939,European Commission,European Commission,406,2
116000986793106,Klima,Climate Labs GmbH,391,2
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,378,17
90035328642,PETA Deutschland,PETA Deutschland,374,29
102608544969110,Posterisan,DR. KADE,353,21
154149027994068,ZDF,ZDF,352,2
161273245888,Save the Children Deutschland,Save the Children Deutschland,350,27
614408642007931,Zurich,Zürich Beteiligungs AG,349,6
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,346,4
2188342231399828,HSI/Deutschland,HSI/Deutschland,345,17
116335026590900,Mülltrennung wirkt,die dualen Systeme,344,55
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,343,16
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,319,39
154423267921909,followfood,followfood,319,1
156733414463449,SAUBER ENERGIE,SE SAUBER ENERGIE GmbH & Co. KG,293,3
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,265,21
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,261,85
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,260,42
161674141345516,Weltverbesserer,Die Techniker (TK),254,9
498082906898583,Spotify,Spotify,253,2
165629350137468,Schaebens,Schaebens,249,16
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,248,52
380349938694731,Mentor Verlag,Mentor Verlag,247,1
135445149965726,Kai Whittaker,Kai Whittaker,241,10
1982314815387746,EYD,Humanitarian Clothing GmbH,239,18
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,236,4
2319126475013199,Zukunftsdialog,DGB Bundesvorstand,234,3
11309713071,Gates Foundation,Essence,232,1
190633894286732,Diakonie Katastrophenhilfe,Diakonie Katastrophenhilfe,216,1
100432425468007,Fahrrad_Berlin,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz",215,11
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,13
214065808453,SPD Saar,SPD Saar,210,5
100389502022479,Kai Koeser,SPD-Unterbezirk Stade,200,1
614408642007931,Zurich,Zürich Beteiligungs AG,197,4
503345659690341,hsp,hsp - Die Fundraiser,194,8
338599714529,CSU Bayreuth-Stadt,CSU-Kreisverband Bayreuth-Stadt,186,1
170402506329517,AY YILDIZ,AY YILDIZ,178,4
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,176,15
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,173,4
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),167,6
101285651990166,Planted,Planted HQ gGmbH,165,22
108550857143852,Environmental Justice Foundation Deutschland,Environmental Justice Foundation Charitable Trust Deutschland gGmbH,161,14
334720923925926,Dieter Homburg,Fachzentrum Finanzen,161,15
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,160,3
134137749971478,SPD Berlin,SPD Berlin,158,4
133306764192,NABU Bundesverband,NABU Bundesverband,157,60
1565754943752371,Robert Farle,Robert Farle,155,14
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,155,2
383045615057842,Thomas Dehler Stiftung,Sebastian Zajonz,147,4
127143338110,missio,missio,147,18
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),147,39
104966247887525,Braindom,These ads ran without a disclaimer,144,11
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,143,7
145944615464920,Polarstern Energie,Polarstern Energie,142,11
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,141,89
107411260903386,The Mother Nature App,The Mother Nature GmbH,139,9
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,136,13
313744767921,der Freitag,der Freitag,134,24
1919185338293853,AfD-Fraktion NRW,AfD-Fraktion NRW,129,4
346410012055,C. Bertelsmann Verlag,Penguin Random House Verlagsgruppe GmbH,126,9
130534873659391,Greenpeace Energy,Greenpeace Energy e.G.,125,26
490906667766035,Sven Schulze,Sven Schulze,124,8
104970081393920,FAKTUlind,DR. KADE,123,6
921326477983554,Verband der Chemischen Industrie e.V.,Verband der Chemischen Industrie,121,53
103919417972272,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,118,1
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,118,36
1454464454784272,EWR,EWR Aktiengesellschaft,117,3
332923170220,ONE Deutschland,ONE Deutschland,112,3
182704598535,Open Doors Deutschland,Open Doors Deutschland,112,6
56497026719,SOS-Kinderdörfer weltweit,SOS-Kinderdörfer weltweit,110,28
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,103,14
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,102,2
106653924258368,Vision Sea Life,Vision Sea Life,102,4
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,≤100,12
109135282454928,"Konrad-Adenauer-Stiftung e.V., Politisches Bildungsforum Niedersachsen","Konrad-Adenauer-Stiftung e. V., Politisches Bildungsforum Niedersachsen",≤100,2
114308060119379,Die Wohnungswirtschaft,GdW Bundesverband deutscher Wohnungs- und Immobilienunternehmen e.V.,≤100,1
413826305343387,Krautreporter,Krautreporter,≤100,2
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,≤100,6
196999950359158,FDP Berlin,FDP Berlin,≤100,96
227292860644574,Sebastian Czaja,FDP Berlin,≤100,96
429601160521937,HUMAN BLOOD,HUMAN BLOOD,≤100,12
248528847673,shz.de - Nachrichten aus Schleswig-Holstein,sh:z Schleswig-Holsteinischer Zeitungsverlag GmbH & Co. KG,≤100,10
1299185570141113,"Stephan Pilsinger, MdB",Stephan Nikolaus Pilsinger,≤100,2
185101174836284,IG Metall Jugend,IG Metall Jugend,≤100,43
45978762184,Saarland.de,Saarland.de,≤100,3
143034515745865,SEAT,SEAT Deutschland,≤100,2
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,≤100,6
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,≤100,3
1805769829749530,Mehr Wirtschaft wagen,Arbeitgeberverband Gesamtmetall,≤100,82
228606667667157,MPULSE,Metro AG,≤100,2
1077260675704647,Wohnglück,Impleco GmbH,≤100,32
375109771472,Freie Presse,Freie Presse,≤100,8
204139474516,abgeordnetenwatch.de,abgeordnetenwatch.de,≤100,11
1427901547344758,TIMEPARTNER,TimePartner Personalmanagement GmbH,≤100,3
856337431156538,TIMEPARTNER,TimePartner Personalmanagement GmbH,≤100,3
100653425499305,Gleichbehandeln,Ärzte der Welt e.V.,≤100,8
100755981968185,Seija Knorr-Köning,Seija Knorr-Köning,≤100,36
107379674925529,Diagnose Pan-ik-demie,Langen Müller Verlag GmbH,≤100,20
276040002549416,FREIE WÄHLER Bayern,Freie Wähler Bayern,≤100,3
206584163580,Stiftung Mercator,Stiftung Mercator,≤100,17
176482442364128,Gemeinnützige Hertie-Stiftung,Gemeinnützige Hertie-Stiftung,≤100,9
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,≤100,8
352736338253081,Futurium,Futurium,≤100,2
