Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
78502295414,CDU,CDU,37584,36
103355385129734,The Climate Pledge,The Climate Pledge,19709,14
82734241364,Campact e.V.,Campact e.V.,9755,296
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,9188,61
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,8136,2
21289227249,FDP,FDP,7036,555
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,5915,762
75159424764,Aktion Mensch,Aktion Mensch,4766,30
540404695989874,AfD,AfD,4289,42
47930567748,SPD,SPD,4119,85
178362315106,European Parliament,European Parliament,3663,99
108824017345866,Facebook,Facebook Inc.,2873,27
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,2265,79
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,2203,4
109478215738226,Armin Laschet,CDU,2150,2
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2014,6
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,1985,204
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1885,22
400646766650321,Blinkist,Blinks Labs GmbH,1739,61
104342778292114,Kaspar Haller,Kaspar Haller,1657,32
47694585682,DIE LINKE,DIE LINKE,1572,35
116580098376181,Audible,These ads ran without a disclaimer,1532,3
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1364,8
23216224900,Plan International Deutschland,Plan International Deutschland,1324,19
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1305,8
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1305,26
249296718436,IG Metall,IG Metall,1295,4
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,1252,5
331832984040,LichtBlick,LichtBlick,1248,33
92576009043,Jens Spahn,Jens Spahn,1167,81
126952903983246,CDU Berlin,CDU Berlin,1164,148
484950398505596,IRC Deutschland,IRC Deutschland,1124,12
154149027994068,ZDF,ZDF,1105,4
134137749971478,SPD Berlin,SPD Berlin,1067,19
376601206024823,DIE DA OBEN!,funk,1064,6
134209407129787,Volt Deutschland,Volt Deutschland,1046,38
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1035,53
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),1032,81
1672408719723194,Deutschland3000,funk,992,10
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,974,10
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,964,27
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,941,4
108165514298122,Zukunft sichern,Zukunft Sichern,930,36
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,923,1
111033161266569,DeinMorgen,Die Jungen Unternehmer,905,4
350558562311,FDP Bayern,FDP Bayern,905,62
131470655621,Deutscher Hanfverband (DHV),Deutscher Hanfverband (DHV),901,4
100822712149179,Katharina Pötter,Katharina Pötter,849,19
196999950359158,FDP Berlin,FDP Berlin,846,209
614408642007931,Zurich,Zürich Beteiligungs AG,846,3
170688644503,UNICEF Deutschland,UNICEF Deutschland,788,22
453150811428411,Mastercard,Mastercard,737,5
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,720,38
227292860644574,Sebastian Czaja,FDP Berlin,662,191
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,652,5
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,634,3
161273245888,Save the Children Deutschland,Save the Children Deutschland,612,99
282800387209,FDP NRW,FDP NRW,605,28
110976485656573,Junge Liberale JuLis,Junge Liberale,594,15
205311826175998,DIE LINKE. Mecklenburg-Vorpommern,DIE LINKE. Mecklenburg-Vorpommern,589,39
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,582,8
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,575,17
124651027557566,PHOENIX,phoenix,560,8
1578640155687393,Sea-Watch,Sea-Watch,540,11
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,480,10
104150167868286,eine für alle - Die Studierendenbefragung,Deutsches Studentenwerk e.V.,472,3
156155281149864,FDP Köln,FDP Köln,470,71
120479081330563,Körber-Stiftung,Körber-Stiftung,465,4
614408642007931,Zurich,Zürich Beteiligungs AG,455,1
223829854355699,Frosch,Frosch,455,4
183292338524573,Nestlé,Nestlé Deutschland,442,2
1014057301965054,Thomas Heilmann,CDU Steglitz-Zehlendorf,439,4
206465909483677,CDU Bonn,CDU Bonn,424,8
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,421,34
101597861880857,Felix Döring,Felix Döring,421,8
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,416,64
114186703597807,VIER PFOTEN,VIER PFOTEN,403,17
395225134413161,Volt Berlin,Volt Berlin,393,24
116000986793106,Klima,Climate Labs GmbH,392,1
110690476948986,Volt Hannover,Volt Deutschland,391,4
1565754943752371,Robert Farle,Robert Farle,391,22
248913988520756,Union Investment,Union Investment Privatfonds GmbH,373,2
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,363,46
123103607735306,PRO ASYL,PRO ASYL,355,22
119259598130965,Bildungsstätte Anne Frank,Bildungsstätte Anne Frank,349,15
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,339,16
166830066695333,Grüne Heidelberg,Bündnis 90/Die Grünen Heidelberg,332,12
88331883353,BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz,Bündnis 90/Die Grünen Rheinland-Pfalz,324,9
593476900673774,ifaw,ifaw,315,12
1026865247418194,Daniel Föst,Daniel Föst,314,2
