Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,11590,24
82734241364,Campact e.V.,Campact e.V.,8345,508
106626487721376,Amazon Europe,Amazon Europe,7089,9
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6469,640
169463563099560,land.nrw,land.nrw,2999,11
331832984040,LichtBlick,LichtBlick,1874,58
540404695989874,AfD,AfD,1713,25
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",1709,2
1655252804795367,Oatly,Oatly,1684,1
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1665,16
170688644503,UNICEF Deutschland,UNICEF Deutschland,1575,36
108165514298122,Zukunft sichern,Zukunft Sichern,1476,19
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,1063,36
78502295414,CDU,CDU,974,16
116580098376181,Audible,These ads ran without a disclaimer,972,2
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,955,39
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,944,97
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,923,10
453150811428411,Mastercard,Mastercard,731,8
178362315106,European Parliament,European Parliament,652,8
1578640155687393,Sea-Watch,Sea-Watch,568,13
116000986793106,Klima,Climate Labs GmbH,543,2
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,495,2
47930567748,SPD,SPD,469,4
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,447,5
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,433,31
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,412,26
90035328642,PETA Deutschland,PETA Deutschland,373,29
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,364,16
478399422560922,KadeFungin,DR. KADE,359,11
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,356,36
380349938694731,Mentor Verlag,Mentor Verlag,347,14
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,344,20
1947378708884004,Initiative Frosch,Initiative Frosch,312,10
161273245888,Save the Children Deutschland,Save the Children Deutschland,308,15
169065407139584,Tilt,European Greens,299,1
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,296,112
2188342231399828,HSI/Deutschland,HSI/Deutschland,288,22
28312410177,World Food Programme,These ads ran without a disclaimer,271,26
23216224900,Plan International Deutschland,Plan International Deutschland,253,2
614408642007931,Zurich,Zürich Beteiligungs AG,246,4
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,226,22
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,221,57
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,221,4
107898832590939,European Commission,European Commission,218,27
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,216,23
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,15
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,2
100100816716837,Stadt Augsburg,Stadt Augsburg,193,55
485303194814631,Deutsche Post,Deutsche Post,183,1
127143338110,missio,missio,178,7
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,170,3
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,166,3
203575543022507,Dietlind Tiemann,Dr. Dietlind Tiemann,165,2
1565754943752371,Robert Farle,Robert Farle,165,15
116335026590900,Mülltrennung wirkt,die dualen Systeme,154,51
133306764192,NABU Bundesverband,NABU Bundesverband,150,60
332923170220,ONE Deutschland,ONE Deutschland,149,2
153048968094202,Haspa - Hamburger Sparkasse,Haspa - Hamburger Sparkasse,146,4
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,143,7
100755981968185,Seija Knorr-Köning,Seija Knorr-Köning,143,54
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,139,1
921326477983554,Verband der Chemischen Industrie e.V.,Verband der Chemischen Industrie,139,53
107411260903386,The Mother Nature App,The Mother Nature GmbH,138,6
104966247887525,Braindom,These ads ran without a disclaimer,138,11
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,136,3
334931334040,CDU-Fraktion im Thüringer Landtag,CDU-Fraktion im Thüringer Landtag,134,10
165629350137468,Schaebens,Schaebens,131,14
334720923925926,Dieter Homburg,Fachzentrum Finanzen,128,9
1299185570141113,"Stephan Pilsinger, MdB",Stephan Nikolaus Pilsinger,127,2
611910082337980,VerbraucherCheck.net,Caesar Richard Reinhold Ludwig  Schütz,126,20
1805769829749530,Mehr Wirtschaft wagen,Arbeitgeberverband Gesamtmetall,121,82
227292860644574,Sebastian Czaja,FDP Berlin,116,67
196999950359158,FDP Berlin,FDP Berlin,116,58
145553058849870,Klimahaus Bremerhaven,Klimahaus Betriebsgesellschaft mbH,114,1
47694585682,DIE LINKE,DIE LINKE,112,8
248528847673,shz.de - Nachrichten aus Schleswig-Holstein,sh:z Schleswig-Holsteinischer Zeitungsverlag GmbH & Co. KG,107,14
170403846324261,svz.de - Nachrichten aus Mecklenburg-Vorpommern,Zeitungsverlag Schwerin GmbH & Co. KG,105,13
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,105,2
143034515745865,SEAT,SEAT Deutschland,101,1
484950398505596,IRC Deutschland,IRC Deutschland,≤100,3
114308060119379,Die Wohnungswirtschaft,GdW Bundesverband deutscher Wohnungs- und Immobilienunternehmen e.V.,≤100,1
123292927706635,junge Welt,junge Welt,≤100,3
314610442075420,TeamClimate,TeamClimate,≤100,14
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,≤100,40
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,≤100,3
56497026719,SOS-Kinderdörfer weltweit,SOS-Kinderdörfer weltweit,≤100,41
429601160521937,HUMAN BLOOD,HUMAN BLOOD,≤100,12
1077260675704647,Wohnglück,Impleco GmbH,≤100,27
217523541326,CDU Hessen,CDU Hessen,≤100,8
101285651990166,Planted,Planted HQ gGmbH,≤100,12
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100,13
64045221376,Stefan Kaufmann,Stefan Kaufmann MdB,≤100,1
247762585237953,Delmenhorster Kreisblatt,DK Medien GmbH & Co. KG,≤100,20
126952903983246,CDU Berlin,CDU Berlin,≤100,18
350558562311,FDP Bayern,FDP Bayern,≤100,3
110017094494455,Thomas Grämmer,SPD Nürnberg,≤100,5
375109771472,Freie Presse,Freie Presse,≤100,12
192173427494417,"WOLF Heizung, Klima, Lüftung",WOLF GmbH,≤100,4
189617674514883,Rheinland-Pfalz,Rheinland-Pfalz,≤100,2
138984159490667,nnn.de - Nachrichten aus Rostock und Umgebung,NNN Norddeutsche Neueste Nachrichten GmbH,≤100,18
110976485656573,Junge Liberale JuLis,Junge Liberale,≤100,4
133430763472093,Gabriela Heinrich,SPD Nürnberg,≤100,10
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,≤100,12
237282353035609,Auswärtiges Amt,Auswärtiges Amt,≤100,8
182704598535,Open Doors Deutschland,Open Doors Deutschland,≤100,6
413826305343387,Krautreporter,Krautreporter,≤100,3
143389112451336,Grüne im Kreis Steinfurt,BÜNDNIS 90/DIE GRÜNEN,≤100,24
109433360575682,Johannes Waldmann,SPD Unterbezirk Coesfeld,≤100,2
2061551714066701,Rise and Shine Cinema,Rise and Shine Cinema,≤100,2
206584163580,Stiftung Mercator,Stiftung Mercator,≤100,11
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,≤100,2
101755125064696,AfD Fraktion Herne,AfD-Fraktion im Rat der Stadt Herne,≤100,1
170723476273472,Grüne Kreisverband Ludwigsburg,BÜNDNIS 90/DIE GRÜNEN,≤100,22
117194528903,Bündnis 90 / Die Grünen Leipzig,BÜNDNIS 90/DIE GRÜNEN,≤100,20
110441327941005,Wahltest,wegewerk GmbH,≤100,1
387862064617610,Grüne Hannover,BÜNDNIS 90/DIE GRÜNEN,≤100,18
110957681254151,Neza Yildirim,Neza Yildirim SPD-Bundestagskandidatin,≤100,1
313744767921,der Freitag,der Freitag,≤100,2
1218561858288255,Motaris GmbH,Motaris GmbH,≤100,4
744055308985961,CDU-Fraktion im Landtag Mecklenburg-Vorpommern,CDU Fraktion im Landtag von Mecklenburg-Vorpommern,≤100,4
102608544969110,Posterisan,DR. KADE,≤100,15
103797078423814,MietenstoppDe,Kampagne MIETENSTOPP,≤100,17
176482442364128,Gemeinnützige Hertie-Stiftung,Gemeinnützige Hertie-Stiftung,≤100,6
161674141345516,Weltverbesserer,Die Techniker (TK),≤100,7
120285481321029,Lehramt in NRW-Fit ins Referendariat!,Stefan Reimer,≤100,2
130534873659391,Greenpeace Energy,Greenpeace Energy e.G.,≤100,26
327862874003443,Anja Karliczek,"Christlich Demokratische Union Deutschlands (CDU), Kreisverband Steinfurt",≤100,2
276040002549416,FREIE WÄHLER Bayern,Freie Wähler Bayern,≤100,2
169042736456594,All Out,All Out,≤100,2
101368532025331,Ayman Zebian Kandidat 20 Bundestag Wahl 2021,Ayman Zebian,≤100,3
458240880867678,Grüne Stuttgart,BÜNDNIS 90/DIE GRÜNEN,≤100,24
