Page ID,Page Name,Disclaimer,Amount Spent (EUR)
331832984040,LichtBlick,LichtBlick,1433
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,1044
103355385129734,The Climate Pledge,The Climate Pledge,862
453150811428411,Mastercard,Mastercard,687
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,544
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,517
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,326
178362315106,European Parliament,European Parliament,295
614408642007931,Zurich,Zürich Beteiligungs AG,233
23216224900,Plan International Deutschland,Plan International Deutschland,216
241036373819,Ben & Jerry's,Ben & Jerry's,177
82734241364,Campact e.V.,Campact e.V.,174
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,173
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,173
678621418886428,Tag der Deutschen Einheit,Staatskanzlei und Ministerium für Kultur Sachsen-Anhalt,169
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,162
139065632780165,Monika Hohlmeier,Monika Hohlmeier,148
1811839762254313,Bayerisches Innenministerium,"Bayerisches Staatsministerium des Innern, für Sport und Integration",142
161273245888,Save the Children Deutschland,Save the Children Deutschland,140
208991275785989,Vonovia,Vonovia SE,130
478399422560922,KadeFungin,DR. KADE,125
484950398505596,IRC Deutschland,IRC Deutschland,107
593476900673774,ifaw,ifaw,≤100
498082906898583,Spotify,Spotify,≤100
314610442075420,TeamClimate,TeamClimate,≤100
154423267921909,followfood,followfood,≤100
116000986793106,Klima,Climate Labs GmbH,≤100
120479081330563,Körber-Stiftung,Körber-Stiftung,≤100
343364921106,Caritas international,Caritas international,≤100
170688644503,UNICEF Deutschland,UNICEF Deutschland,≤100
201710366528032,Umweltinstitut München e.V.,Umweltinstitut München e.V.,≤100
223829854355699,Frosch,Frosch,≤100
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,≤100
165629350137468,Schaebens,Schaebens,≤100
248913988520756,Union Investment,Union Investment Privatfonds GmbH,≤100
105716584990719,Sven Keussen,Rohrer Immobilien GmbH,≤100
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,≤100
157019267723383,Kempten.de,Stadt Kempten (Allgäu),≤100
161674141345516,Weltverbesserer,Die Techniker (TK),≤100
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,≤100
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,≤100
905416126166613,Weiden ist tolerant,Arbeit und Leben in Bayern,≤100
263503200272,Welthungerhilfe,Welthungerhilfe,≤100
