Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,11450,8
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,6877,19
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,5593,505
82734241364,Campact e.V.,Campact e.V.,5120,378
170688644503,UNICEF Deutschland,UNICEF Deutschland,1819,37
106626487721376,Amazon Europe,Amazon Europe,1427,6
768905426534529,Bundesregierung,Bundesregierung,1402,1
1762360844053566,RECUP,RECUP,1303,66
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,1193,53
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1010,91
178362315106,European Parliament,European Parliament,997,5
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",997,2
1947378708884004,Initiative Frosch,Initiative Frosch,967,26
484950398505596,IRC Deutschland,IRC Deutschland,876,9
23216224900,Plan International Deutschland,Plan International Deutschland,815,15
331832984040,LichtBlick,LichtBlick,787,48
116580098376181,Audible,These ads ran without a disclaimer,750,1
1578640155687393,Sea-Watch,Sea-Watch,539,14
540404695989874,AfD,AfD,520,17
248913988520756,Union Investment,Union Investment Privatfonds GmbH,507,1
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,506,14
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,463,30
204139474516,abgeordnetenwatch.de,abgeordnetenwatch.de,451,11
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,450,17
161674141345516,Weltverbesserer,Die Techniker (TK),437,11
107898832590939,European Commission,European Commission,431,2
116000986793106,Klima,Climate Labs GmbH,389,2
90035328642,PETA Deutschland,PETA Deutschland,386,29
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,368,7
161273245888,Save the Children Deutschland,Save the Children Deutschland,355,23
154149027994068,ZDF,ZDF,346,2
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,346,16
2188342231399828,HSI/Deutschland,HSI/Deutschland,333,17
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,332,42
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,320,57
135445149965726,Kai Whittaker,Kai Whittaker,302,10
154423267921909,followfood,followfood,299,1
116335026590900,Mülltrennung wirkt,die dualen Systeme,297,55
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,270,4
380349938694731,Mentor Verlag,Mentor Verlag,249,1
1982314815387746,EYD,Humanitarian Clothing GmbH,246,19
614408642007931,Zurich,Zürich Beteiligungs AG,244,5
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,244,4
102608544969110,Posterisan,DR. KADE,243,18
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,234,13
100432425468007,Fahrrad_Berlin,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz",218,9
