Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
331832984040,LichtBlick,LichtBlick,8165,30
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6424,749
103355385129734,The Climate Pledge,The Climate Pledge,4032,2
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,2755,45
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,2613,2
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2069,6
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,2043,8
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1614,13
23216224900,Plan International Deutschland,Plan International Deutschland,1266,18
178362315106,European Parliament,European Parliament,1212,10
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1022,22
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1019,50
241036373819,Ben & Jerry's,Ben & Jerry's,1016,6
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,967,7
82734241364,Campact e.V.,Campact e.V.,955,27
116580098376181,Audible,These ads ran without a disclaimer,902,5
208991275785989,Vonovia,Vonovia SE,875,62
484950398505596,IRC Deutschland,IRC Deutschland,872,5
161273245888,Save the Children Deutschland,Save the Children Deutschland,751,63
1578640155687393,Sea-Watch,Sea-Watch,624,9
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,466,14
314610442075420,TeamClimate,TeamClimate,457,69
614408642007931,Zurich,Zürich Beteiligungs AG,419,7
116000986793106,Klima,Climate Labs GmbH,404,6
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",379,10
154423267921909,followfood,followfood,379,2
109268274798247,E-Fuels-Forum,CLASSIC Tankstellen GmbH & Co. KG,370,13
201710366528032,Umweltinstitut München e.V.,Umweltinstitut München e.V.,348,14
170688644503,UNICEF Deutschland,UNICEF Deutschland,338,21
593476900673774,ifaw,ifaw,304,19
498082906898583,Spotify,Spotify,295,5
115602575294020,AfD Brandenburg,AfD Brandenburg,285,3
223829854355699,Frosch,Frosch,272,2
540404695989874,AfD,AfD,264,3
263503200272,Welthungerhilfe,Welthungerhilfe,260,6
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,233,18
343364921106,Caritas international,Caritas international,227,93
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,222,1
101889315269599,Wiebke Winter,CDU Kreisverband Bremen-Nord,215,2
124651027557566,PHOENIX,phoenix,215,3
1745982485667400,Guido Reil,Guido Reil,213,2
139065632780165,Monika Hohlmeier,Monika Hohlmeier,212,6
107411260903386,The Mother Nature App,The Mother Nature GmbH,211,11
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,209,4
161674141345516,Weltverbesserer,Die Techniker (TK),208,9
161192517697,BMW Deutschland,These ads ran without a disclaimer,207,1
144056328943269,Vaillant,Vaillant Deutschland,182,4
137019056359309,Felix Schreiner,Felix Schreiner,171,3
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,171,3
1811839762254313,Bayerisches Innenministerium,"Bayerisches Staatsministerium des Innern, für Sport und Integration",167,21
130534873659391,Green Planet Energy,Green Planet Energy eG,167,12
1947378708884004,Initiative Frosch,Initiative Frosch,166,11
139173820028551,Baden-Württembergische Bank,Baden-Württembergische Bank,163,1
116335026590900,Mülltrennung wirkt,die dualen Systeme,162,15
123523341045520,Die Familienunternehmer,Die Familienunternehmer,162,7
102602601456767,Winqs Sports,Winqs Sports UG,159,6
107268848302529,Elli - A brand of the Volkswagen Group,Volkswagen Group Charging GmbH,158,4
273454591804,SOS-Kinderdorf Deutschland,SOS-Kinderdorf e.V.,155,8
120479081330563,Körber-Stiftung,Körber-Stiftung,154,30
2188342231399828,HSI/Deutschland,HSI/Deutschland,151,8
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,146,1
34193464266,Freunde fürs Leben e.V.,Freunde fürs Leben e.V.,145,2
294772850956765,Green Forest Fund e.V.,GREEN FOREST FUND e.V.,144,2
283742725154417,Interactive Media Foundation,Interactive Media Foundation gGmbH,139,3
1176675472454246,CAPinside.com,CAPinside GmbH,136,14
182704598535,Open Doors Deutschland,Open Doors Deutschland,132,12
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,130,3
258172067920,Sächsische.de,Sächsische.de,129,23
110257067566418,Ruppert Stüwe,SPD Steglitz-Zehlendorf,127,3
101285651990166,Planted,Planted HQ gGmbH,126,2
165629350137468,Schaebens,Schaebens,124,9
200229763665425,Rheinhessische,Rheinhessische Energie- und Wasserversorgungs-GmbH,123,10
110203734122363,Wir für Recyclat,Wir für Recyclat,112,6
108897001501212,LGBielefeld 2021,Universität Bielefeld,111,34
110271520875262,Berlin TXL,Land Berlin vertreten durch die Tegel Projekt GmbH,109,37
100809408696481,finanzen.de viva,finanzen.de,106,8
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,103,1
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,103,3
1299185570141113,"Stephan Pilsinger, MdB",Stephan Nikolaus Pilsinger,≤100,1
101672275121031,Femacy,These ads ran without a disclaimer,≤100,1
116335168553264,Betriebsratsinitiative "Bürgerversicherung? Nein danke.",Betriebsratsinitiative "Bürgerversicherung? Nein danke!",≤100,1
332923170220,ONE Deutschland,ONE Deutschland,≤100,2
47930567748,SPD,SPD,≤100,1
119259598130965,Bildungsstätte Anne Frank,Bildungsstätte Anne Frank,≤100,18
1248546532016733,Empirische Sozialforschung - Uni Bielefeld,Universität Bielefeld,≤100,26
380349938694731,Mentor Verlag,Mentor Verlag,≤100,2
1509790395958123,Aktion gegen den Hunger,Aktion gegen den Hunger,≤100,2
104641917753059,Forschung ist die beste Medizin,Verband Forschender Arzneimittelhersteller e.V.,≤100,1
169463563099560,land.nrw,land.nrw,≤100,1
1077260675704647,Wohnglück,Impleco GmbH,≤100,27
478399422560922,KadeFungin,DR. KADE,≤100,5
360048660677408,Robin Mesarosch,Robin Mesarosch,≤100,1
1703416996566672,Echt Grün - Eure Landwirte,Echt Grün - Eure Landwirte,≤100,16
648606161910298,"Ministerium für Soziales, Gesundheit, Frauen und Familie","Ministerium für Soziales, Gesundheit, Frauen und Familie",≤100,3
64694257920,ProSieben,ProSieben,≤100,4
303043247017496,Markus Buchheit,Markus Buchheit,≤100,1
258796296044,Handicap International - Humanity & Inclusion,Handicap International - Humanity & Inclusion,≤100,12
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100,14
108550857143852,Environmental Justice Foundation Deutschland,Environmental Justice Foundation Charitable Trust Deutschland gGmbH,≤100,5
127143338110,missio,missio,≤100,4
611910082337980,VerbraucherCheck.net,Caesar Richard Reinhold Ludwig  Schütz,≤100,13
375109771472,Freie Presse,Freie Presse,≤100,7
59381221492,Tagesspiegel,These ads ran without a disclaimer,≤100,1
383045615057842,Thomas Dehler Stiftung,Sebastian Zajonz,≤100,15
555258241345272,immocation,immocation GmbH,≤100,8
