Page ID,Page Name,Disclaimer,Amount Spent (EUR)
103355385129734,The Climate Pledge,The Climate Pledge,211
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,159
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,135
82734241364,Campact e.V.,Campact e.V.,≤100
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,≤100
75159424764,Aktion Mensch,Aktion Mensch,≤100
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,≤100
152934608113175,FDP Bremen,FDP Bremen,≤100
21289227249,FDP,FDP,≤100
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,≤100
47930567748,SPD,SPD,≤100
540404695989874,AfD,AfD,≤100
1442955239271706,Grüne Bremerhaven,BÜNDNIS 90/DIE GRÜNEN,≤100
101889315269599,Wiebke Winter,CDU Kreisverband Bremen-Nord,≤100
484950398505596,IRC Deutschland,IRC Deutschland,≤100
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,≤100
123523341045520,Die Familienunternehmer,Die Familienunternehmer,≤100
111033161266569,DeinMorgen,Die Jungen Unternehmer,≤100
23216224900,Plan International Deutschland,Plan International Deutschland,≤100
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,≤100
1067366109963269,Altersdiskriminierung durch KFZ-Versicherungen?,Franz Rainer Schäffer,≤100
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,≤100
47694585682,DIE LINKE,DIE LINKE,≤100
108165514298122,Zukunft sichern,Zukunft Sichern,≤100
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,≤100
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,≤100
117336183727777,Kim Fürwentsches,BÜNDNIS 90/DIE GRÜNEN Kreisverband Osterholz,≤100
207429192606075,Grüne Bremen,Grüne Bremen,≤100
425527817657161,SPD Ritterhude,SPD Ritterhude,≤100
112326918787579,CDU Bremen,"CDU Bremen, Landesverband",≤100
331832984040,LichtBlick,LichtBlick,≤100
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100
249296718436,IG Metall,IG Metall,≤100
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),≤100
170688644503,UNICEF Deutschland,UNICEF Deutschland,≤100
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,≤100
105010608261632,CDU Kreisverband Osterholz,CDU Kreisverband Osterholz,≤100
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,≤100
157356341028362,Jusos im Landkreis Diepholz,Jusos im Landkreis Diepholz,≤100
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,≤100
530794873787817,CDU Gemeindeverband Ritterhude,CDU Gemeindeverband Ritterhude,≤100
154149027994068,ZDF,ZDF,≤100
78502295414,CDU,CDU,≤100
400646766650321,Blinkist,Blinks Labs GmbH,≤100
614408642007931,Zurich,Zürich Beteiligungs AG,≤100
145515688966492,SPD Bremen-Stadt,SPD-Un­ter­be­zirk Bre­men-Stadt,≤100
161273245888,Save the Children Deutschland,Save the Children Deutschland,≤100
154423267921909,followfood,followfood,≤100
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,≤100
105674117452029,Mizgin Ciftci,DIE LINKE. Osterholz,≤100
196114277078358,DIE LINKE Land Bremen,DIE LINKE Land Bremen,≤100
1578640155687393,Sea-Watch,Sea-Watch,≤100
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,≤100
178362315106,European Parliament,European Parliament,≤100
183292338524573,Nestlé,Nestlé Deutschland,≤100
107347244444963,Henrik Wärner,Henrik Wärner,≤100
131470655621,Deutscher Hanfverband (DHV),Deutscher Hanfverband (DHV),≤100
186589691741039,Freie Wählergemeinschaft Syke,Freie Wählergemeinschaft Syke,≤100
101643888831484,Bündnis 90/Die Grünen Kreisverband Cuxhaven,BÜNDNIS 90/DIE GRÜNEN,≤100
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,≤100
561953460655717,Social Media Ads,Alexander Dietrich,≤100
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),≤100
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),≤100
376601206024823,DIE DA OBEN!,funk,≤100
2174782146144077,Die Grünen Worpswede,Die Grünen Worpswede,≤100
1435291220056333,Bürgerfraktion Ritterhude,Bürgerfraktion Ritterhude,≤100
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,≤100
136727203194318,SPD Osterholz-Scharmbeck,SPD Ortsverein Osterholz-Scharmbeck,≤100
185776124807845,SPD Ganderkesee,Kimberly Knaupe,≤100
485303194814631,Deutsche Post,Deutsche Post,≤100
124651027557566,PHOENIX,phoenix,≤100
1248546532016733,Empirische Sozialforschung - Uni Bielefeld,Universität Bielefeld,≤100
223829854355699,Frosch,Frosch,≤100
123103607735306,PRO ASYL,PRO ASYL,≤100
1116590195051747,Foto Mediaart,Thomas Kuhnke,≤100
104213091452111,Ulrich Gathmann,CDU Oldenburg-Stadt,≤100
100312612287008,CDU Hude,CDU Hude,≤100
103968754935477,Daniel Schneider,SPD-Geschäftsstelle Cuxhaven,≤100
102240092168973,Michael Frerks,Michael Frerks,≤100
594208680718094,SPD Unterbezirk Oldenburg-Land,SPD Oldenburg Land,≤100
263503200272,Welthungerhilfe,Welthungerhilfe,≤100
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,≤100
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,≤100
2371390343183818,"Michael Kahler - Gesundheitsexperte, Politiker, Meinungsmacher",Michael Ingo Kahler,≤100
478399422560922,KadeFungin,DR. KADE,≤100
239703796070173,FREIE WÄHLER Hude,Freie Wähler Hude,≤100
218786540044,WWF Deutschland,WWF Deutschland,≤100
100232532268354,Umfrage - Soziale Konflikte,Freie Universität Berlin,≤100
104970081393920,FAKTUlind,DR. KADE,≤100
143504445664134,Christian Lindner,FDP,≤100
313744767921,der Freitag,der Freitag,≤100
116335168553264,Betriebsratsinitiative "Bürgerversicherung? Nein danke.",Betriebsratsinitiative "Bürgerversicherung? Nein danke!",≤100
109745311349182,Sebastian Theiling - Ihr Bürgermeisterkandidat für Thedinghausen,Sebastian Theiling,≤100
1855211144766647,Asylhelper by migrando,Graske Rechtsanwälte,≤100
785247901612290,Volker Meyer,Volker Walter Meyer,≤100
253933471694431,Oliver Lottke,Oliver Lottke,≤100
107753258310802,Oliver Kunstmann,Oliver Günter Kunstmann,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
