Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,44422,90
1399637916952318,CORRECTIV,CORRECTIV unterstützt durch Instagram,25000,2
47930567748,SPD,SPD,22865,221
78502295414,CDU,CDU,22390,180
108824017345866,Facebook,Facebook Inc.,17505,54
82734241364,Campact e.V.,Campact e.V.,13641,669
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,10163,4
21289227249,FDP,FDP,8973,773
47694585682,DIE LINKE,DIE LINKE,6139,26
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,5830,4
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,4667,30
134137749971478,SPD Berlin,SPD Berlin,4576,11
123523341045520,Die Familienunternehmer,Die Familienunternehmer,4385,42
350558562311,FDP Bayern,FDP Bayern,4294,98
540404695989874,AfD,AfD,4293,64
75159424764,Aktion Mensch,Aktion Mensch,4230,31
1655252804795367,Oatly,Oatly,4093,2
109478215738226,Armin Laschet,CDU,3893,4
400646766650321,Blinkist,Blinks Labs GmbH,3441,51
106516184465027,DieBasis,Basisdemokratische Partei Deutschland,3315,168
12084075837,Jürgen Todenhöfer,Team Todenhöfer - Die Gerechtigkeitspartei,3308,19
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,3298,20
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,3166,586
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,3160,199
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,2985,14
249296718436,IG Metall,IG Metall,2708,3
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,2707,45
111033161266569,DeinMorgen,Die Jungen Unternehmer,2246,64
453150811428411,Mastercard,Mastercard,2056,2
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2051,6
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,2019,26
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,1942,4
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1926,20
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,1874,18
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1835,14
331832984040,LichtBlick,LichtBlick,1786,34
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,1750,3
108165514298122,Zukunft sichern,Zukunft Sichern,1717,37
196999950359158,FDP Berlin,FDP Berlin,1694,191
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,1684,8
23216224900,Plan International Deutschland,Plan International Deutschland,1480,20
154149027994068,ZDF,ZDF,1389,3
1672408719723194,Deutschland3000,funk,1381,8
197640170649147,funk,funk,1350,6
178362315106,European Parliament,European Parliament,1345,60
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,1319,30
1578640155687393,Sea-Watch,Sea-Watch,1282,14
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1194,8
110976485656573,Junge Liberale JuLis,Junge Liberale,1189,15
282800387209,FDP NRW,FDP NRW,1180,66
376601206024823,DIE DA OBEN!,funk,1172,6
263503200272,Welthungerhilfe,Welthungerhilfe,1155,9
208991275785989,Vonovia,Vonovia SE,1108,62
134209407129787,Volt Deutschland,Volt Deutschland,1088,53
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1032,45
116580098376181,Audible,These ads ran without a disclaimer,1014,3
134296905455337,Support Odin Janoske-Kizildag,Odin Janoske-Kizildag,980,23
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,979,7
187394117987834,Bündnis 90/Die Grünen Mecklenburg-Vorpommern,BÜNDNIS 90/DIE GRÜNEN Mecklenburg-Vorpommern,975,48
143504445664134,Christian Lindner,FDP,944,5
92576009043,Jens Spahn,Jens Spahn,940,96
1067821176570031,Paul Ziemiak,CDU Kreisverband Mark,935,6
227292860644574,Sebastian Czaja,FDP Berlin,929,217
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),909,35
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",882,15
126952903983246,CDU Berlin,CDU Berlin,871,151
