Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12077,24
82734241364,Campact e.V.,Campact e.V.,9856,784
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6806,695
178362315106,European Parliament,European Parliament,5978,10
21289227249,FDP,FDP,5423,51
78502295414,CDU,CDU,3657,87
108824017345866,Facebook,These ads ran without a disclaimer,3101,4
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,2606,7
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,2510,16
107898832590939,European Commission,European Commission,2465,34
143504445664134,Christian Lindner,FDP,1836,14
249296718436,IG Metall,IG Metall,1637,4
108165514298122,Zukunft sichern,Zukunft Sichern,1531,19
106626487721376,Amazon Europe,Amazon Europe,1475,6
23216224900,Plan International Deutschland,Plan International Deutschland,1469,11
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,1446,26
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1084,28
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1026,79
90035328642,PETA Deutschland,PETA Deutschland,1019,19
116580098376181,Audible,These ads ran without a disclaimer,877,2
331832984040,LichtBlick,LichtBlick,875,26
768905426534529,Bundesregierung,Bundesregierung,845,1
123523341045520,Die Familienunternehmer,Die Familienunternehmer,789,11
116000986793106,Klima,Climate Labs GmbH,727,2
540404695989874,AfD,AfD,698,16
1947378708884004,Initiative Frosch,Initiative Frosch,615,24
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,592,23
154149027994068,ZDF,ZDF,548,1
380349938694731,Mentor Verlag,Mentor Verlag,499,3
484950398505596,IRC Deutschland,IRC Deutschland,496,5
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,457,2
1578640155687393,Sea-Watch,Sea-Watch,447,11
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,402,6
478399422560922,KadeFungin,DR. KADE,377,10
116335026590900,Mülltrennung wirkt,die dualen Systeme,365,53
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),353,7
350558562311,FDP Bayern,FDP Bayern,353,8
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,347,16
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,346,103
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,344,4
1760139930961345,Deiison,These ads ran without a disclaimer,317,2
161273245888,Save the Children Deutschland,Save the Children Deutschland,311,14
2188342231399828,HSI/Deutschland,HSI/Deutschland,306,29
183292338524573,Nestlé,Nestlé Deutschland,276,1
154423267921909,followfood,followfood,269,2
357565717909863,conny.legal,wenigermiete.de,256,29
614408642007931,Zurich,Zürich Beteiligungs AG,254,5
1565754943752371,Robert Farle,Robert Farle,248,18
204327886385912,FREIE WÄHLER Bundesvereinigung,FREIE WÄHLER Bundesvereinigung,240,11
45978762184,Saarland.de,Saarland.de,231,5
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,228,3
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,224,28
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,213,1
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,15
107411260903386,The Mother Nature App,The Mother Nature GmbH,209,8
100100816716837,Stadt Augsburg,Stadt Augsburg,206,55
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,199,17
130534873659391,Greenpeace Energy,Greenpeace Energy e.G.,199,26
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,197,100
110271520875262,Berlin TXL,Land Berlin vertreten durch die Tegel Projekt GmbH,196,21
313744767921,der Freitag,der Freitag,194,19
189617674514883,Rheinland-Pfalz,Rheinland-Pfalz,188,4
462688717469499,Christian Edu,These ads ran without a disclaimer,185,1
227292860644574,Sebastian Czaja,FDP Berlin,185,67
196999950359158,FDP Berlin,FDP Berlin,185,58
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,184,128
332923170220,ONE Deutschland,ONE Deutschland,183,5
133306764192,NABU Bundesverband,NABU Bundesverband,183,66
387862064617610,Grüne Hannover,BÜNDNIS 90/DIE GRÜNEN,180,40
102608544969110,Posterisan,DR. KADE,180,18
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,179,2
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,175,4
47694585682,DIE LINKE,DIE LINKE,174,10
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,172,3
