Page ID,Page Name,Disclaimer,Amount Spent (EUR)
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,8942
64694257920,ProSieben,ProSieben,4720
103355385129734,The Climate Pledge,The Climate Pledge,4697
47930567748,SPD,SPD,4396
108824017345866,Facebook,Facebook Inc.,4042
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,3572
78502295414,CDU,CDU,3517
82734241364,Campact e.V.,Campact e.V.,3105
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,2179
145019618847447,SAT.1,Seven.One Entertainment Group GmbH,1704
282800387209,FDP NRW,FDP NRW,1693
1655252804795367,Oatly,Oatly,1480
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,1369
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,1226
105205171835668,Zervakis & Opdenhövel. Live.,ProSieben,1211
21289227249,FDP,FDP,1181
92576009043,Jens Spahn,Jens Spahn,1110
75159424764,Aktion Mensch,Aktion Mensch,1042
400646766650321,Blinkist,Blinks Labs GmbH,850
540404695989874,AfD,AfD,846
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,695
156155281149864,FDP Köln,FDP Köln,671
133831053368524,SPD Dortmund,SPD Dortmund,567
47694585682,DIE LINKE,DIE LINKE,561
103514875204240,Christoph Schork FDP - Bundestagskandidat,FDP Kreisverband Düsseldorf,543
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,526
1067821176570031,Paul Ziemiak,CDU Kreisverband Mark,524
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,490
111033161266569,DeinMorgen,Die Jungen Unternehmer,447
114913028545424,Kabel Eins,Seven.One Entertainment Group GmbH,433
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,431
206465909483677,CDU Bonn,CDU Bonn,431
208991275785989,Vonovia,Vonovia SE,381
178362315106,European Parliament,European Parliament,372
197640170649147,funk,funk,360
108165514298122,Zukunft sichern,Zukunft Sichern,355
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,354
123523341045520,Die Familienunternehmer,Die Familienunternehmer,353
154149027994068,ZDF,ZDF,352
1672408719723194,Deutschland3000,funk,347
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,344
23216224900,Plan International Deutschland,Plan International Deutschland,339
427215427374583,Alternative für Deutschland · AfD Köln,Alternative für Deutschland · AfD Köln,334
263503200272,Welthungerhilfe,Welthungerhilfe,310
376601206024823,DIE DA OBEN!,funk,300
100528568765838,Timo Schisanowski,Timo Schisanowski,263
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),247
12084075837,Jürgen Todenhöfer,Team Todenhöfer - Die Gerechtigkeitspartei,246
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,245
134209407129787,Volt Deutschland,Volt Deutschland,239
123103607735306,PRO ASYL,PRO ASYL,235
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,228
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,224
248913988520756,Union Investment,Union Investment Privatfonds GmbH,218
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,218
1578640155687393,Sea-Watch,Sea-Watch,217
331832984040,LichtBlick,LichtBlick,209
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,191
164514150363925,Hubert Hüppe,CDU Kreisverband Unna,187
109478215738226,Armin Laschet,CDU,171
135213656531484,CDU im Kreis Paderborn,CDU Kreisverband Paderborn,169
241036373819,Ben & Jerry's,Ben & Jerry's,168
161273245888,Save the Children Deutschland,Save the Children Deutschland,162
243128545750196,GRÜNE Düsseldorf,BÜNDNIS 90/DIE GRÜNEN,160
638247852865845,Karl Lauterbach,Prof. Dr. Karl Lauterbach,159
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),153
1760904514159207,Bündnis 90/Die Grünen Dortmund,Bündnis 90/Die Grünen Kreisverband Dortmund,147
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,146
109006391253440,Jessica Rosenthal,SPD Bonn,144
101143705599210,Sandra von Möller,CDU Köln,143
104032808571266,Grüne im Märkischen Kreis,Marjan Nowak-Buschieweke,142
124651027557566,PHOENIX,phoenix,142
213646985410775,DIE LINKE. Düsseldorf,DIE LINKE KVD,141
146221668771106,wbg Wissen verbindet,wbg Wissen verbindet,134
133306764192,NABU Bundesverband,NABU Bundesverband,131
46098347293,Junge Union Deutschlands,Junge Union Deutschlands,130
101634056582236,Junge Union Rhein-Kreis Neuss,JU Kreis Neuss,128
218786540044,WWF Deutschland,WWF Deutschland,127
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),127
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,127
135203769928944,GRÜNE Rhein-Erft-Kreis,BÜNDNIS 90/DIE GRÜNEN,125
538936319946884,GermanDream,These ads ran without a disclaimer,124
41509493347,Diakonie Deutschland,Diakonie Deutschland,121
111127507727233,Jens Teutrine,Jens Teutrine,119
555258241345272,immocation,immocation GmbH,117
143389112451336,Grüne im Kreis Steinfurt,BÜNDNIS 90/DIE GRÜNEN,116
169463563099560,land.nrw,land.nrw,115
192006797558324,"Arsch huh, Zäng ussenander",Arsch Huh e.V.,113
1433558319994719,Wiebke Esdar,SPD Bielefeld,108
110976485656573,Junge Liberale JuLis,Junge Liberale,104
440294219388547,Die Grünen Mönchengladbach,BÜNDNIS 90/DIE GRÜNEN,102
101543406580187,IHK Düsseldorf,IHK Düsseldorf,≤100
1406527089566208,Alternative für Deutschland AfD - Kreisverband Euskirchen,Alternative für Deutschland AfD - Kreisverband Euskirchen,≤100
484950398505596,IRC Deutschland,IRC Deutschland,≤100
100203099038374,Enkelkinderbriefe,Enekelkinderbriefe,≤100
114051096811588,RUHR SPD,RuhrSPD,≤100
263092007112375,BÜNDNIS 90/DIE GRÜNEN Rhein-Sieg,BÜNDNIS 90/DIE GRÜNEN,≤100
154423267921909,followfood,followfood,≤100
344646145674681,Grüne Gütersloh,BÜNDNIS 90/DIE GRÜNEN,≤100
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,≤100
289342941106599,Grüne in Bochum,BÜNDNIS 90/DIE GRÜNEN,≤100
1189067121115331,Grüne Kreisverband Unna,BÜNDNIS 90/DIE GRÜNEN,≤100
846335975484709,The Generation Forest,The Generation Forest eG,≤100
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,≤100
225396970851470,Grüne Paderborn,BÜNDNIS 90/DIE GRÜNEN,≤100
528133710580430,Bündnis 90/Die Grünen Kreis Mettmann,BÜNDNIS 90/DIE GRÜNEN,≤100
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,≤100
259870778893,ARAG Versicherungen,ARAG SE,≤100
153467308073688,FDP Bielefeld,Jan-Maik Schlifter De La Fontaine,≤100
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,≤100
161674141345516,Weltverbesserer,Die Techniker (TK),≤100
123350685201,SPD Münster,SPD Münster,≤100
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,≤100
127143338110,missio,missio,≤100
327862874003443,Anja Karliczek,"Christlich Demokratische Union Deutschlands (CDU), Kreisverband Steinfurt",≤100
108607258028382,Maik Außendorf,Bündnis 90 / DIE GRÜNEN Kreisverband Rhei-Berg,≤100
209697875758716,Die Jungen Unternehmer,Die Jungen Unternehmer,≤100
108064841437070,Angelika Westerwelle,CDU Bielefeld,≤100
154115737974817,Die Grünen Kreis Viersen,BÜNDNIS 90/DIE GRÜNEN,≤100
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,≤100
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,≤100
213350178783127,Grüne Düren,BÜNDNIS 90/DIE GRÜNEN,≤100
102314525375756,Klaus Wiener - Ihr CDU-Kandidat im Kreis Mettmann I,CDU Klaus Wiener,≤100
193902536304,Aufbau Verlag,Aufbau Verlag GmbH & Co.KG,≤100
1689012788089779,Politische Bildung Bonn - Konrad Adenauer Stiftung,Politische Bildung Bonn - Konrad Adenauer Stiftung,≤100
1257299651097049,Westnetz GmbH,Westnetz GmbH,≤100
120285481321029,Lehramt in NRW-Fit ins Referendariat!,Stefan Reimer,≤100
149871337782,Piratenpartei,Piratenpartei Deutschland,≤100
998055180227538,DIE LINKE. Duisburg,DIE LINKE. Duisburg,≤100
278635285512969,SPD Kreis Steinfurt,SPD Kreis Steinfurt,≤100
392079271343256,Bernhard Daldrup MdB,SPD Kreisverband Warendorf,≤100
614308345329870,RheinEnergie AG,RheinEnergie AG,≤100
166257730095482,CDU Oberhausen,CDU Oberhausen,≤100
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,≤100
293789556283,GEMEINSAM FÜR AFRIKA,GEMEINSAM FÜR AFRIKA,≤100
223829854355699,Frosch,Frosch,≤100
499359010093513,FREIE WÄHLER Rheinland Pfalz,FREIE WÄHLER Rheinland-Pfalz,≤100
