Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12023,24
82734241364,Campact e.V.,Campact e.V.,10472,72
106626487721376,Amazon Europe,Amazon Europe,7654,9
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6585,625
21289227249,FDP,FDP,4262,35
768905426534529,Bundesregierung,Bundesregierung,3958,1
169463563099560,land.nrw,land.nrw,3404,11
453150811428411,Mastercard,Mastercard,2555,10
331832984040,LichtBlick,LichtBlick,2247,58
170688644503,UNICEF Deutschland,UNICEF Deutschland,1843,36
108165514298122,Zukunft sichern,Zukunft Sichern,1514,20
540404695989874,AfD,AfD,1369,19
1762360844053566,RECUP,RECUP,1323,64
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1321,17
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,1239,31
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,1191,37
116580098376181,Audible,These ads ran without a disclaimer,1140,2
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1063,85
23216224900,Plan International Deutschland,Plan International Deutschland,1018,17
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,959,10
614408642007931,Zurich,Zürich Beteiligungs AG,927,11
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,703,42
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,629,3
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,627,35
1578640155687393,Sea-Watch,Sea-Watch,565,13
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,536,42
112127710187776,LEA Hessen,LandesEnergieAgentur Hessen,484,2
47930567748,SPD,SPD,471,4
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,469,30
484950398505596,IRC Deutschland,IRC Deutschland,448,5
116000986793106,Klima,Climate Labs GmbH,437,1
116335026590900,Mülltrennung wirkt,die dualen Systeme,401,53
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,399,47
90035328642,PETA Deutschland,PETA Deutschland,385,29
380349938694731,Mentor Verlag,Mentor Verlag,380,5
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,379,84
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,366,16
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,355,4
1947378708884004,Initiative Frosch,Initiative Frosch,346,16
45978762184,Saarland.de,Saarland.de,343,6
169065407139584,Tilt,European Greens,324,1
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,320,16
154423267921909,followfood,followfood,305,1
161273245888,Save the Children Deutschland,Save the Children Deutschland,302,13
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,284,26
350558562311,FDP Bayern,FDP Bayern,284,5
2188342231399828,HSI/Deutschland,HSI/Deutschland,278,22
161674141345516,Weltverbesserer,Die Techniker (TK),272,9
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,257,20
218786540044,WWF Deutschland,These ads ran without a disclaimer,245,6
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,245,4
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,245,21
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,228,6
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,223,8
744055308985961,CDU-Fraktion im Landtag Mecklenburg-Vorpommern,CDU Fraktion im Landtag von Mecklenburg-Vorpommern,213,7
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,15
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,6
100100816716837,Stadt Augsburg,Stadt Augsburg,203,54
107898832590939,European Commission,European Commission,200,17
485303194814631,Deutsche Post,Deutsche Post,195,1
127143338110,missio,missio,192,7
1982314815387746,EYD,Humanitarian Clothing GmbH,184,20
478399422560922,KadeFungin,DR. KADE,181,3
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,179,3
1565754943752371,Robert Farle,Robert Farle,176,16
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,161,2
153048968094202,Haspa - Hamburger Sparkasse,Haspa - Hamburger Sparkasse,157,4
107411260903386,The Mother Nature App,The Mother Nature GmbH,155,6
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,155,3
133306764192,NABU Bundesverband,NABU Bundesverband,155,60
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,152,44
193608491239022,Freifam,Freifam.de,151,1
100755981968185,Seija Knorr-Köning,Seija Knorr-Köning,149,55
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,146,35
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,144,7
165629350137468,Schaebens,Schaebens,144,13
104966247887525,Braindom,These ads ran without a disclaimer,140,12
100432425468007,Fahrrad_Berlin,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz",138,12
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,135,3
334931334040,CDU-Fraktion im Thüringer Landtag,CDU-Fraktion im Thüringer Landtag,133,9
611910082337980,VerbraucherCheck.net,Caesar Richard Reinhold Ludwig  Schütz,131,20
334720923925926,Dieter Homburg,Fachzentrum Finanzen,131,9
109460782417586,CDU in Niedersachsen,CDU in Niedersachsen,126,29
47694585682,DIE LINKE,DIE LINKE,118,8
248528847673,shz.de - Nachrichten aus Schleswig-Holstein,sh:z Schleswig-Holsteinischer Zeitungsverlag GmbH & Co. KG,114,14
196999950359158,FDP Berlin,FDP Berlin,114,58
227292860644574,Sebastian Czaja,FDP Berlin,114,67
110957681254151,Neza Yildirim,Neza Yildirim SPD-Bundestagskandidatin,108,5
170403846324261,svz.de - Nachrichten aus Mecklenburg-Vorpommern,Zeitungsverlag Schwerin GmbH & Co. KG,108,13
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,107,34
101285651990166,Planted,Planted HQ gGmbH,102,12
284185932533436,EDEKA Nordbayern-Sachsen-Thüringen,EDEKA Nordbayern-Sachsen-Thüringen Stiftung & Co. KG,102,1
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,101,1
123292927706635,junge Welt,junge Welt,101,3
78502295414,CDU,CDU,≤100,13
572946872759259,Bayerisches Staatsministerium für Gesundheit und Pflege,Bayerisches Staatsministerium für Gesundheit und Pflege,≤100,1
56497026719,SOS-Kinderdörfer weltweit,SOS-Kinderdörfer weltweit,≤100,28
110441327941005,Wahltest,wegewerk GmbH,≤100,2
192173427494417,"WOLF Heizung, Klima, Lüftung",WOLF GmbH,≤100,4
130534873659391,Greenpeace Energy,Greenpeace Energy e.G.,≤100,28
429601160521937,HUMAN BLOOD,HUMAN BLOOD,≤100,12
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,≤100,6
100389502022479,Kai Koeser,SPD-Unterbezirk Stade,≤100,2
1077260675704647,Wohnglück,Impleco GmbH,≤100,27
145553058849870,Klimahaus Bremerhaven,Klimahaus Betriebsgesellschaft mbH,≤100,1
401006200007303,Silke Launert,Silke Launert,≤100,2
113066003408907,Pilecki-Institut,Pilecki-Institut Berlin,≤100,2
314610442075420,TeamClimate,TeamClimate,≤100,7
102608544969110,Posterisan,DR. KADE,≤100,14
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,≤100,2
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100,10
247762585237953,Delmenhorster Kreisblatt,DK Medien GmbH & Co. KG,≤100,20
2135010219947091,MINTmagie,Bundesministerium für Bildung und Forschung,≤100,1
100211998283499,Wasserhelden,Wasserhelden,≤100,1
133430763472093,Gabriela Heinrich,SPD Nürnberg,≤100,10
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,≤100,2
375109771472,Freie Presse,Freie Presse,≤100,8
2061551714066701,Rise and Shine Cinema,Rise and Shine Cinema,≤100,3
203575543022507,Dietlind Tiemann,Dr. Dietlind Tiemann,≤100,2
185101174836284,IG Metall Jugend,IG Metall Jugend,≤100,15
143034515745865,SEAT,SEAT Deutschland,≤100,1
110017094494455,Thomas Grämmer,SPD Nürnberg,≤100,5
313744767921,der Freitag,der Freitag,≤100,2
145944615464920,Polarstern Energie,Polarstern Energie,≤100,3
1257299651097049,Westnetz GmbH,Westnetz GmbH,≤100,4
115602575294020,AfD Brandenburg,AfD Brandenburg,≤100,3
280699312717472,Matthias Gastel,Matthias Gastel,≤100,2
341486659645594,FDP Fraktion Bundestag,FDP Fraktion Bundestag,≤100,4
282800387209,FDP NRW,FDP NRW,≤100,9
138984159490667,nnn.de - Nachrichten aus Rostock und Umgebung,NNN Norddeutsche Neueste Nachrichten GmbH,≤100,12
1218561858288255,Motaris GmbH,Motaris GmbH,≤100,4
206584163580,Stiftung Mercator,Stiftung Mercator,≤100,12
189006054445407,FDP Saar - SaarLiberale,FDP Saar,≤100,1
561953460655717,Social Media Ads,Alexander Dietrich,≤100,9
189617674514883,Rheinland-Pfalz,Rheinland-Pfalz,≤100,1
107484069279333,tegut...,tegut... gute Lebensmittel GmbH & Co. KG,≤100,1
413826305343387,Krautreporter,Krautreporter,≤100,3
327862874003443,Anja Karliczek,"Christlich Demokratische Union Deutschlands (CDU), Kreisverband Steinfurt",≤100,2
176482442364128,Gemeinnützige Hertie-Stiftung,Gemeinnützige Hertie-Stiftung,≤100,5
276040002549416,FREIE WÄHLER Bayern,Freie Wähler Bayern,≤100,1
370592709617945,Schwäbische,Schwäbische,≤100,10
