Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
82734241364,Campact e.V.,Campact e.V.,12331,355
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,10228,23
78502295414,CDU,CDU,9773,48
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6970,758
108824017345866,Facebook,Facebook Inc.,5992,18
75159424764,Aktion Mensch,Aktion Mensch,4870,27
540404695989874,AfD,AfD,4289,24
111033161266569,DeinMorgen,Die Jungen Unternehmer,3692,55
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,2500,31
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,2308,5
190633894286732,Diakonie Katastrophenhilfe,These ads ran without a disclaimer,2124,1
484950398505596,IRC Deutschland,IRC Deutschland,1988,5
178362315106,European Parliament,European Parliament,1853,40
21289227249,FDP,FDP,1716,53
116580098376181,Audible,These ads ran without a disclaimer,1692,3
350558562311,FDP Bayern,FDP Bayern,1658,34
134209407129787,Volt Deutschland,Volt Deutschland,1610,38
331832984040,LichtBlick,LichtBlick,1547,28
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1432,27
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1304,12
108165514298122,Zukunft sichern,Zukunft Sichern,1274,59
23216224900,Plan International Deutschland,Plan International Deutschland,1211,10
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,1181,4
134137749971478,SPD Berlin,SPD Berlin,1175,18
282800387209,FDP NRW,FDP NRW,1165,40
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1067,47
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1053,25
154149027994068,ZDF,ZDF,1025,3
614408642007931,Zurich,Zürich Beteiligungs AG,1015,8
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,1012,4
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),936,27
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,815,1
116000986793106,Klima,Climate Labs GmbH,801,2
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,742,8
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,719,1
170688644503,UNICEF Deutschland,UNICEF Deutschland,718,26
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,651,3
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,605,159
47694585682,DIE LINKE,DIE LINKE,584,20
283266582089,action medeor e.V.,action medeor e.V.,548,15
