Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12866,14
82734241364,Campact e.V.,Campact e.V.,9826,345
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,8828,66
21289227249,FDP,FDP,7946,180
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6727,782
108824017345866,Facebook,Facebook Inc.,5294,18
75159424764,Aktion Mensch,Aktion Mensch,4760,30
540404695989874,AfD,AfD,4289,28
47930567748,SPD,SPD,3913,44
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2500,7
134209407129787,Volt Deutschland,Volt Deutschland,2466,66
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,1726,181
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1648,83
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,1526,6
331832984040,LichtBlick,LichtBlick,1389,25
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1367,28
108165514298122,Zukunft sichern,Zukunft Sichern,1342,59
249296718436,IG Metall,IG Metall,1310,3
484950398505596,IRC Deutschland,IRC Deutschland,1303,8
78502295414,CDU,CDU,1229,50
23216224900,Plan International Deutschland,Plan International Deutschland,1224,10
116580098376181,Audible,These ads ran without a disclaimer,1170,3
47694585682,DIE LINKE,DIE LINKE,1119,19
134137749971478,SPD Berlin,SPD Berlin,1040,18
101100744854888,Sunvigo,These ads ran without a disclaimer,1039,1
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1009,25
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1006,49
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,970,9
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,965,4
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,961,9
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,920,1
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),916,40
196999950359158,FDP Berlin,FDP Berlin,908,205
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,840,3
1014057301965054,Thomas Heilmann,CDU Steglitz-Zehlendorf,831,3
1566424690272923,Volker Wissing,FDP,795,7
170688644503,UNICEF Deutschland,UNICEF Deutschland,783,20
92576009043,Jens Spahn,Jens Spahn,768,87
143504445664134,Christian Lindner,FDP,746,5
400646766650321,Blinkist,Blinks Labs GmbH,704,56
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,697,3
350558562311,FDP Bayern,FDP Bayern,654,46
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,618,6
478399422560922,KadeFungin,DR. KADE,611,16
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),607,3
227292860644574,Sebastian Czaja,FDP Berlin,606,186
126952903983246,CDU Berlin,CDU Berlin,576,98
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,548,3
104342778292114,Kaspar Haller,Kaspar Haller,545,20
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,510,6
282800387209,FDP NRW,FDP NRW,500,26
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,499,14
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,460,8
614408642007931,Zurich,Zürich Beteiligungs AG,454,1
150380582965,BVMW - Bundesverband mittelständische Wirtschaft,BVMW - Bundesverband mittelständische Wirtschaft,446,31
1578640155687393,Sea-Watch,Sea-Watch,443,17
248913988520756,Union Investment,Union Investment Privatfonds GmbH,441,2
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,438,14
183292338524573,Nestlé,Nestlé Deutschland,436,2
114186703597807,VIER PFOTEN,VIER PFOTEN,415,18
116000986793106,Klima,Climate Labs GmbH,414,1
417905399079008,The Honu Movement,Plastic Free Planet gemeinnützige GmbH,412,20
130273271119,SPD Hamburg,SPD Hamburg,408,34
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),391,35
161674141345516,Weltverbesserer,Die Techniker (TK),386,10
178362315106,European Parliament,European Parliament,382,35
395225134413161,Volt Berlin,Volt Berlin,368,24
107704830821545,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz","Senatsverwaltung für Umwelt, Verkehr und Klimaschutz",363,3
161273245888,Save the Children Deutschland,Save the Children Deutschland,358,12
1565754943752371,Robert Farle,Robert Farle,340,20
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,338,12
102608544969110,Posterisan,DR. KADE,332,21
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,324,8
485303194814631,Deutsche Post,Deutsche Post,317,1
116335026590900,Mülltrennung wirkt,die dualen Systeme,306,55
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,303,9
399241730563,Quarks,Westdeutscher Rundfunk Köln,302,14
105233098230457,Verena Hubertz,Verena Hubertz / SPD Bundestagskandidatin für Trier & Trier-Saarburg,302,5
1427901547344758,TIMEPARTNER,TimePartner Personalmanagement GmbH,293,3
275335619167195,CDU Schleswig-Holstein,CDU Schleswig-Holstein,292,6
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,290,6
100822712149179,Katharina Pötter,Katharina Pötter,286,20
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,285,46
100778075078440,Innovationsland Deutschland,Bundesministerium für Bildung und Forschung,285,2
223829854355699,Frosch,Frosch,272,2
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,267,6
453150811428411,Mastercard,Mastercard,266,3
41509493347,Diakonie Deutschland,Diakonie Deutschland,261,5
266691460417403,Christoph Ploß,CDU Hamburg-Nord,260,59
593476900673774,ifaw,ifaw,259,6
110976485656573,Junge Liberale JuLis,Junge Liberale,259,7
