Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
107898832590939,European Commission,European Commission,11734,5
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6093,602
64694257920,ProSieben,ProSieben,3776,1
82734241364,Campact e.V.,Campact e.V.,1971,70
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",1946,3
106626487721376,Amazon Europe,Amazon Europe,1405,6
484950398505596,IRC Deutschland,IRC Deutschland,1330,14
1762360844053566,RECUP,RECUP,1268,64
78502295414,CDU,CDU,1204,17
116580098376181,Audible,These ads ran without a disclaimer,1064,1
170688644503,UNICEF Deutschland,UNICEF Deutschland,1028,53
178362315106,European Parliament,European Parliament,1003,10
190784743602,CDU/CSU-Bundestagsfraktion,CDU/CSU-Bundestagsfraktion,966,67
768905426534529,Bundesregierung,Bundesregierung,963,2
183292338524573,Nestlé,Nestlé Deutschland,941,12
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,914,86
23216224900,Plan International Deutschland,Plan International Deutschland,841,15
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,727,6
331832984040,LichtBlick,LichtBlick,708,40
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,657,26
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,630,2
163586236984868,Sparda-Bank Berlin,These ads ran without a disclaimer,594,2
164355333623231,The Left,GUE/NGL,505,24
614408642007931,Zurich,Zürich Beteiligungs AG,501,5
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,478,19
161273245888,Save the Children Deutschland,Save the Children Deutschland,462,37
1578640155687393,Sea-Watch,Sea-Watch,450,13
540404695989874,AfD,AfD,439,14
21289227249,FDP,FDP,420,13
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,420,113
1947378708884004,Initiative Frosch,Initiative Frosch,408,9
350375105088695,DPD Deutschland,DPD Deutschland GmbH,401,2
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,389,5
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,378,40
90035328642,PETA Deutschland,PETA Deutschland,378,95
453150811428411,Mastercard,Mastercard,361,2
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,348,77
478399422560922,KadeFungin,DR. KADE,343,6
1745982485667400,Guido Reil,Guido Reil,339,3
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,339,16
856337431156538,TIMEPARTNER,TimePartner Personalmanagement GmbH,327,6
172687819274,rbbKultur,rbbKultur,319,2
218786540044,WWF Deutschland,WWF Deutschland,312,6
114186703597807,VIER PFOTEN,VIER PFOTEN,310,25
921326477983554,Verband der Chemischen Industrie e.V.,Verband der Chemischen Industrie,301,80
154423267921909,followfood,followfood,288,2
140889782312,Friedrich-Naumann-Stiftung für die Freiheit,Friedrich-Naumann-Stiftung für die Freiheit,284,14
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,283,31
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,271,21
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,265,40
102608544969110,Posterisan,DR. KADE,265,17
2188342231399828,HSI/Deutschland,HSI/Deutschland,263,20
116335026590900,Mülltrennung wirkt,die dualen Systeme,258,56
143034515745865,SEAT,SEAT Deutschland,257,1
118097230041149,Civical,Civical GmbH,251,53
375109771472,Freie Presse,Freie Presse,247,45
380349938694731,Mentor Verlag,Mentor Verlag,244,1
1982314815387746,EYD,Humanitarian Clothing GmbH,241,20
161674141345516,Weltverbesserer,Die Techniker (TK),241,6
134137749971478,SPD Berlin,SPD Berlin,234,5
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,232,17
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,226,8
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),226,1
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,225,15
133306764192,NABU Bundesverband,NABU Bundesverband,220,60
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),216,68
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,211,5
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,3
104970081393920,FAKTUlind,DR. KADE,198,6
45872374946,GREENPEACE MAGAZIN,GREENPEACE MAGAZIN,194,39
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,192,94
145944615464920,Polarstern Energie,Polarstern Energie,192,10
107411260903386,The Mother Nature App,The Mother Nature GmbH,192,10
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,168,3
126866220711392,MDM Deutsche Münze,These ads ran without a disclaimer,161,1
503345659690341,hsp,hsp - Die Fundraiser,157,9
