Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
107898832590939,European Commission,European Commission,12669,5
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6101,619
82734241364,Campact e.V.,Campact e.V.,1726,70
106626487721376,Amazon Europe,Amazon Europe,1372,6
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",1357,3
1762360844053566,RECUP,RECUP,1263,64
484950398505596,IRC Deutschland,IRC Deutschland,1261,15
78502295414,CDU,CDU,1198,17
178362315106,European Parliament,European Parliament,1151,11
183292338524573,Nestlé,Nestlé Deutschland,974,12
116580098376181,Audible,These ads ran without a disclaimer,969,1
64694257920,ProSieben,ProSieben,956,10
331832984040,LichtBlick,LichtBlick,955,74
768905426534529,Bundesregierung,Bundesregierung,951,2
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,946,7
190784743602,CDU/CSU-Bundestagsfraktion,CDU/CSU-Bundestagsfraktion,943,69
170688644503,UNICEF Deutschland,UNICEF Deutschland,932,50
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,927,88
23216224900,Plan International Deutschland,Plan International Deutschland,864,15
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,797,28
430111700332957,"Ministerium für Wirtschaft, Arbeit, Energie und Verkehr","Ministerium für Wirtschaft, Arbeit, Energie und Verkehr",540,3
164355333623231,The Left,GUE/NGL,509,34
1745982485667400,Guido Reil,Guido Reil,490,3
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,456,16
540404695989874,AfD,AfD,448,14
1578640155687393,Sea-Watch,Sea-Watch,439,13
90035328642,PETA Deutschland,PETA Deutschland,409,28
161273245888,Save the Children Deutschland,Save the Children Deutschland,404,31
1947378708884004,Initiative Frosch,Initiative Frosch,404,12
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,392,4
350375105088695,DPD Deutschland,DPD Deutschland GmbH,388,2
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,382,71
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,381,73
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,373,21
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,370,1
478399422560922,KadeFungin,DR. KADE,370,6
192173427494417,"WOLF Heizung, Klima, Lüftung",WOLF GmbH,365,6
161674141345516,Weltverbesserer,Die Techniker (TK),364,7
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,358,40
140889782312,Friedrich-Naumann-Stiftung für die Freiheit,Friedrich-Naumann-Stiftung für die Freiheit,354,16
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,327,16
172687819274,rbbKultur,rbbKultur,319,2
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,318,41
614408642007931,Zurich,Zürich Beteiligungs AG,317,6
21289227249,FDP,FDP,312,15
921326477983554,Verband der Chemischen Industrie e.V.,Verband der Chemischen Industrie,302,80
116335026590900,Mülltrennung wirkt,die dualen Systeme,297,53
856337431156538,TIMEPARTNER,TimePartner Personalmanagement GmbH,292,6
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,290,5
218786540044,WWF Deutschland,WWF Deutschland,287,6
154423267921909,followfood,followfood,286,2
143034515745865,SEAT,SEAT Deutschland,283,1
2188342231399828,HSI/Deutschland,HSI/Deutschland,279,20
1982314815387746,EYD,Humanitarian Clothing GmbH,264,20
380349938694731,Mentor Verlag,Mentor Verlag,255,1
102608544969110,Posterisan,DR. KADE,255,17
118097230041149,Civical,Civical GmbH,254,53
744055308985961,CDU-Fraktion im Landtag Mecklenburg-Vorpommern,CDU Fraktion im Landtag von Mecklenburg-Vorpommern,241,7
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,239,12
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,235,8
134137749971478,SPD Berlin,SPD Berlin,226,5
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,221,15
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),217,69
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,3
107411260903386,The Mother Nature App,The Mother Nature GmbH,202,11
375109771472,Freie Presse,Freie Presse,194,42
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,191,94
45978762184,Saarland.de,Saarland.de,187,3
