Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12030,24
82734241364,Campact e.V.,Campact e.V.,8534,346
106626487721376,Amazon Europe,Amazon Europe,7583,9
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,7553,692
21289227249,FDP,FDP,7368,102
178362315106,European Parliament,European Parliament,5806,12
169463563099560,land.nrw,land.nrw,3265,1
78502295414,CDU,CDU,2036,43
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,2005,18
170688644503,UNICEF Deutschland,UNICEF Deutschland,1652,37
108165514298122,Zukunft sichern,Zukunft Sichern,1387,19
23216224900,Plan International Deutschland,Plan International Deutschland,1368,17
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1344,42
768905426534529,Bundesregierung,Bundesregierung,1334,1
1655252804795367,Oatly,Oatly,1333,1
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,1083,44
116580098376181,Audible,These ads ran without a disclaimer,1032,2
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,977,78
123523341045520,Die Familienunternehmer,Die Familienunternehmer,923,10
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,889,32
478399422560922,KadeFungin,DR. KADE,888,16
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,866,13
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,758,48
331832984040,LichtBlick,LichtBlick,743,61
116000986793106,Klima,Climate Labs GmbH,727,2
90035328642,PETA Deutschland,PETA Deutschland,669,23
1578640155687393,Sea-Watch,Sea-Watch,592,11
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,558,22
1947378708884004,Initiative Frosch,Initiative Frosch,534,17
350558562311,FDP Bayern,FDP Bayern,527,7
143504445664134,Christian Lindner,FDP,506,9
380349938694731,Mentor Verlag,Mentor Verlag,493,7
47930567748,SPD,SPD,488,4
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,441,2
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,409,10
102608544969110,Posterisan,DR. KADE,408,21
453150811428411,Mastercard,Mastercard,401,4
161674141345516,Weltverbesserer,Die Techniker (TK),374,11
614408642007931,Zurich,Zürich Beteiligungs AG,363,7
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,359,16
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,348,12
116335026590900,Mülltrennung wirkt,die dualen Systeme,323,53
248913988520756,Union Investment,Union Investment Privatfonds GmbH,312,2
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,297,8
161273245888,Save the Children Deutschland,Save the Children Deutschland,295,14
107898832590939,European Commission,European Commission,291,27
183292338524573,Nestlé,Nestlé Deutschland,278,1
154423267921909,followfood,followfood,258,2
