Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12028,24
21289227249,FDP,FDP,8861,106
82734241364,Campact e.V.,Campact e.V.,8222,264
106626487721376,Amazon Europe,Amazon Europe,7642,9
178362315106,European Parliament,European Parliament,5261,13
169463563099560,land.nrw,land.nrw,3045,1
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,2064,633
78502295414,CDU,CDU,2034,36
170688644503,UNICEF Deutschland,UNICEF Deutschland,1715,37
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1687,18
1655252804795367,Oatly,Oatly,1602,1
108165514298122,Zukunft sichern,Zukunft Sichern,1591,19
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1460,41
768905426534529,Bundesregierung,Bundesregierung,1353,3
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,1206,48
453150811428411,Mastercard,Mastercard,1063,6
116580098376181,Audible,These ads ran without a disclaimer,1053,2
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1007,78
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,951,10
123523341045520,Die Familienunternehmer,Die Familienunternehmer,923,10
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,913,31
331832984040,LichtBlick,LichtBlick,863,56
23216224900,Plan International Deutschland,Plan International Deutschland,811,17
116000986793106,Klima,Climate Labs GmbH,803,3
540404695989874,AfD,AfD,777,28
478399422560922,KadeFungin,DR. KADE,773,16
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,769,11
1578640155687393,Sea-Watch,Sea-Watch,612,11
90035328642,PETA Deutschland,PETA Deutschland,612,25
350558562311,FDP Bayern,FDP Bayern,519,6
380349938694731,Mentor Verlag,Mentor Verlag,509,7
1947378708884004,Initiative Frosch,Initiative Frosch,506,16
47930567748,SPD,SPD,501,4
248913988520756,Union Investment,Union Investment Privatfonds GmbH,488,3
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,480,2
102608544969110,Posterisan,DR. KADE,445,20
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,374,16
700577889971139,PENNY,PENNY,351,7
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,332,4
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,323,17
145944615464920,Polarstern Energie,Polarstern Energie,309,15
161273245888,Save the Children Deutschland,Save the Children Deutschland,302,18
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,301,8
