Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
331832984040,LichtBlick,LichtBlick,7895,24
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6828,767
453150811428411,Mastercard,Mastercard,5681,8
103355385129734,The Climate Pledge,The Climate Pledge,5644,2
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,3820,2
194997973937131,LinkedIn,LinkedIn Germany GmbH,2893,25
678621418886428,Tag der Deutschen Einheit,Staatskanzlei und Ministerium für Kultur Sachsen-Anhalt,2511,137
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2129,6
178362315106,European Parliament,European Parliament,2121,13
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1946,47
82734241364,Campact e.V.,Campact e.V.,1518,37
23216224900,Plan International Deutschland,Plan International Deutschland,1279,18
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1150,23
241036373819,Ben & Jerry's,Ben & Jerry's,1139,3
208991275785989,Vonovia,Vonovia SE,1071,62
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1064,46
161273245888,Save the Children Deutschland,Save the Children Deutschland,1015,69
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,988,11
614408642007931,Zurich,Zürich Beteiligungs AG,970,9
248913988520756,Union Investment,Union Investment Privatfonds GmbH,933,2
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,906,2
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,888,7
478399422560922,KadeFungin,DR. KADE,802,10
201710366528032,Umweltinstitut München e.V.,Umweltinstitut München e.V.,792,4
484950398505596,IRC Deutschland,IRC Deutschland,770,4
116580098376181,Audible,These ads ran without a disclaimer,723,5
673016973124232,Trabaja en el extranjero,These ads ran without a disclaimer,624,4
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,581,3
498082906898583,Spotify,Spotify,570,1
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,536,14
593476900673774,ifaw,ifaw,510,12
154423267921909,followfood,followfood,487,2
343364921106,Caritas international,Caritas international,443,130
192550024142007,Türkgücü München,These ads ran without a disclaimer,436,7
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,436,15
116000986793106,Klima,Climate Labs GmbH,405,6
120479081330563,Körber-Stiftung,Körber-Stiftung,378,40
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,354,2
170688644503,UNICEF Deutschland,UNICEF Deutschland,354,22
116335026590900,Mülltrennung wirkt,die dualen Systeme,327,4
130534873659391,Green Planet Energy,Green Planet Energy eG,309,13
743553305741738,Frag ZEBRA,Landesanstalt für Medien NRW,291,13
263503200272,Welthungerhilfe,Welthungerhilfe,266,6
223829854355699,Frosch,Frosch,266,2
161674141345516,Weltverbesserer,Die Techniker (TK),254,9
846335975484709,The Generation Forest,The Generation Forest eG,245,2
314610442075420,TeamClimate,TeamClimate,235,47
1811839762254313,Bayerisches Innenministerium,"Bayerisches Staatsministerium des Innern, für Sport und Integration",232,21
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,230,19
283742725154417,Interactive Media Foundation,Interactive Media Foundation gGmbH,228,4
353539974847979,IHK Koblenz,IHK Koblenz,228,40
170055473557382,Land.Schafft.Bayern,Land.Schafft.Bayern,224,8
107411260903386,The Mother Nature App,The Mother Nature GmbH,213,10
165629350137468,Schaebens,Schaebens,210,12
139065632780165,Monika Hohlmeier,Monika Hohlmeier,206,6
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,183,1
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,176,2
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,171,4
648606161910298,"Ministerium für Soziales, Gesundheit, Frauen und Familie","Ministerium für Soziales, Gesundheit, Frauen und Familie",170,3
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,169,3
258172067920,Sächsische.de,Sächsische.de,167,16
1947378708884004,Initiative Frosch,Initiative Frosch,164,11
107268848302529,Elli - A brand of the Volkswagen Group,Volkswagen Group Charging GmbH,160,4
294772850956765,Green Forest Fund e.V.,GREEN FOREST FUND e.V.,157,2
2188342231399828,HSI/Deutschland,HSI/Deutschland,153,8
100572773318575,Ärzte der Welt,Ärzte der Welt,148,32
941902472624783,LibMod - Zentrum Liberale Moderne,Zentrum Liberale Moderne,141,5
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,140,17
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,138,1
523804677800010,Fyffes Deutschland,Fyffes Deutschland,138,2
104641917753059,Forschung ist die beste Medizin,Verband Forschender Arzneimittelhersteller e.V.,137,1
214065808453,SPD Saar,SPD Saar,134,5
