Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
78502295414,CDU,CDU,31432,30
103355385129734,The Climate Pledge,The Climate Pledge,19970,14
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,14540,81
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,11700,2
82734241364,Campact e.V.,Campact e.V.,10138,329
108824017345866,Facebook,Facebook Inc.,8377,27
21289227249,FDP,FDP,7045,585
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,5057,526
75159424764,Aktion Mensch,Aktion Mensch,4579,36
540404695989874,AfD,AfD,4289,44
47930567748,SPD,SPD,4130,88
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2287,6
47694585682,DIE LINKE,DIE LINKE,2143,34
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,2052,204
400646766650321,Blinkist,Blinks Labs GmbH,2052,65
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,2044,40
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,1949,9
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1819,143
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,1811,8
104342778292114,Kaspar Haller,Kaspar Haller,1791,35
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1629,9
331832984040,LichtBlick,LichtBlick,1529,26
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1488,27
64694257920,ProSieben,ProSieben,1487,9
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,1399,8
178362315106,European Parliament,European Parliament,1378,70
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1297,8
23216224900,Plan International Deutschland,Plan International Deutschland,1233,18
109478215738226,Armin Laschet,CDU,1194,3
116580098376181,Audible,These ads ran without a disclaimer,1171,3
154149027994068,ZDF,ZDF,1161,4
92576009043,Jens Spahn,Jens Spahn,1144,64
249296718436,IG Metall,IG Metall,1129,4
376601206024823,DIE DA OBEN!,funk,1109,6
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),1103,76
350558562311,FDP Bayern,FDP Bayern,1098,66
134209407129787,Volt Deutschland,Volt Deutschland,1087,38
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,1056,4
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1051,55
100822712149179,Katharina Pötter,Katharina Pötter,1033,20
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,975,10
484950398505596,IRC Deutschland,IRC Deutschland,975,12
134137749971478,SPD Berlin,SPD Berlin,974,18
1672408719723194,Deutschland3000,funk,970,10
135445149965726,Kai Whittaker,Kai Whittaker,954,8
108165514298122,Zukunft sichern,Zukunft Sichern,929,33
126952903983246,CDU Berlin,CDU Berlin,906,160
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,891,7
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,860,26
196999950359158,FDP Berlin,FDP Berlin,841,207
170688644503,UNICEF Deutschland,UNICEF Deutschland,816,34
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,797,5
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,782,1
