Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,20278,14
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,17638,74
78502295414,CDU,CDU,15385,15
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,10558,2
82734241364,Campact e.V.,Campact e.V.,10477,316
108824017345866,Facebook,Facebook Inc.,8597,27
21289227249,FDP,FDP,8325,600
75159424764,Aktion Mensch,Aktion Mensch,5459,37
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,5396,489
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,4558,4
540404695989874,AfD,AfD,4289,45
64694257920,ProSieben,ProSieben,3925,7
47930567748,SPD,SPD,3613,76
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,3211,9
47694585682,DIE LINKE,DIE LINKE,2511,35
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2233,6
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,2161,184
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,2140,22
400646766650321,Blinkist,Blinks Labs GmbH,2088,61
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1956,11
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,1756,8
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1649,78
104342778292114,Kaspar Haller,Kaspar Haller,1549,35
331832984040,LichtBlick,LichtBlick,1541,28
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1519,25
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1314,8
350558562311,FDP Bayern,FDP Bayern,1305,66
23216224900,Plan International Deutschland,Plan International Deutschland,1240,18
178362315106,European Parliament,European Parliament,1201,72
154149027994068,ZDF,ZDF,1186,4
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),1181,85
92576009043,Jens Spahn,Jens Spahn,1170,70
116580098376181,Audible,These ads ran without a disclaimer,1165,3
109478215738226,Armin Laschet,CDU,1156,2
134209407129787,Volt Deutschland,Volt Deutschland,1113,38
376601206024823,DIE DA OBEN!,funk,1102,6
134137749971478,SPD Berlin,SPD Berlin,1080,17
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1073,52
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,1053,4
484950398505596,IRC Deutschland,IRC Deutschland,1043,9
100822712149179,Katharina Pötter,Katharina Pötter,1033,19
282800387209,FDP NRW,FDP NRW,1031,47
135445149965726,Kai Whittaker,Kai Whittaker,984,8
1672408719723194,Deutschland3000,funk,978,10
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,973,10
108165514298122,Zukunft sichern,Zukunft Sichern,941,30
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,938,27
126952903983246,CDU Berlin,CDU Berlin,863,113
205311826175998,DIE LINKE. Mecklenburg-Vorpommern,DIE LINKE. Mecklenburg-Vorpommern,862,51
170688644503,UNICEF Deutschland,UNICEF Deutschland,809,26
196999950359158,FDP Berlin,FDP Berlin,798,204
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,796,5
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,726,1
105282747495737,Volt Braunschweig,Volt Deutschland,689,28
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,684,32
248913988520756,Union Investment,Union Investment Privatfonds GmbH,671,4
227292860644574,Sebastian Czaja,FDP Berlin,664,191
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,655,3
161273245888,Save the Children Deutschland,Save the Children Deutschland,618,89
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,596,4
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,591,5
1578640155687393,Sea-Watch,Sea-Watch,557,11
453150811428411,Mastercard,Mastercard,551,5
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,529,18
130273271119,SPD Hamburg,SPD Hamburg,514,33
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,509,12
110976485656573,Junge Liberale JuLis,Junge Liberale,496,9
156155281149864,FDP Köln,FDP Köln,493,69
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,491,37
614408642007931,Zurich,Zürich Beteiligungs AG,490,1
183292338524573,Nestlé,Nestlé Deutschland,470,2
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,467,10
143504445664134,Christian Lindner,FDP,467,2
1014057301965054,Thomas Heilmann,CDU Steglitz-Zehlendorf,464,5
104150167868286,eine für alle - Die Studierendenbefragung,Deutsches Studentenwerk e.V.,461,3
124651027557566,PHOENIX,phoenix,459,7
161674141345516,Weltverbesserer,Die Techniker (TK),448,11
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,442,56
110690476948986,Volt Hannover,Volt Deutschland,431,28
41509493347,Diakonie Deutschland,Diakonie Deutschland,429,5
116000986793106,Klima,Climate Labs GmbH,415,1
123878004343494,GRÜNE Altona,Grüne Altona,409,4
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,404,6
103015471773198,David Maier,David Maier,400,46
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,398,61
395225134413161,Volt Berlin,Volt Berlin,388,24
114186703597807,VIER PFOTEN,VIER PFOTEN,387,17
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,380,40
119259598130965,Bildungsstätte Anne Frank,Bildungsstätte Anne Frank,370,15
121750731257078,DIE LINKE. Region Hannover,DIE LINKE. Region Hannover,361,10
34193464266,Freunde fürs Leben e.V.,Freunde fürs Leben e.V.,349,4
