Page ID,Page Name,Disclaimer,Amount Spent (EUR)
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,161
82734241364,Campact e.V.,Campact e.V.,110
178362315106,European Parliament,European Parliament,≤100
78502295414,CDU,CDU,≤100
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,≤100
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,≤100
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,≤100
484950398505596,IRC Deutschland,IRC Deutschland,≤100
21289227249,FDP,FDP,≤100
75159424764,Aktion Mensch,Aktion Mensch,≤100
425527817657161,SPD Ritterhude,SPD Ritterhude,≤100
107898832590939,European Commission,European Commission,≤100
1442955239271706,Grüne Bremerhaven,BÜNDNIS 90/DIE GRÜNEN,≤100
112326918787579,CDU Bremen,"CDU Bremen, Landesverband",≤100
123523341045520,Die Familienunternehmer,Die Familienunternehmer,≤100
170688644503,UNICEF Deutschland,UNICEF Deutschland,≤100
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,≤100
145515688966492,SPD Bremen-Stadt,SPD-Un­ter­be­zirk Bre­men-Stadt,≤100
108165514298122,Zukunft sichern,Zukunft Sichern,≤100
23216224900,Plan International Deutschland,Plan International Deutschland,≤100
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,≤100
540404695989874,AfD,AfD,≤100
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100
154149027994068,ZDF,ZDF,≤100
331832984040,LichtBlick,LichtBlick,≤100
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),≤100
145553058849870,Klimahaus Bremerhaven,Klimahaus Betriebsgesellschaft mbH,≤100
247604555352058,SPD Verden,SPD Ortsverein Verden,≤100
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,≤100
161273245888,Save the Children Deutschland,Save the Children Deutschland,≤100
1578640155687393,Sea-Watch,Sea-Watch,≤100
90035328642,PETA Deutschland,PETA Deutschland,≤100
117336183727777,Kim Fürwentsches,BÜNDNIS 90/DIE GRÜNEN Kreisverband Osterholz,≤100
530794873787817,CDU Gemeindeverband Ritterhude,CDU Gemeindeverband Ritterhude,≤100
969996636506437,Miteinander für Gesundheit,ABDA – Bundesvereinigung Deutscher Apothekerverbände e. V.,≤100
152934608113175,FDP Bremen,FDP Bremen,≤100
478399422560922,KadeFungin,DR. KADE,≤100
248913988520756,Union Investment,Union Investment Privatfonds GmbH,≤100
614408642007931,Zurich,Zürich Beteiligungs AG,≤100
154423267921909,followfood,followfood,≤100
43899732459,fritz-kola,fritz-kola,≤100
380349938694731,Mentor Verlag,Mentor Verlag,≤100
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,≤100
593476900673774,ifaw,ifaw,≤100
463973024177204,WayBak,Ultivate GmbH,≤100
109745311349182,Sebastian Theiling - Ihr Bürgermeisterkandidat für Thedinghausen,Sebastian Theiling Bügermeisterkandidat für die Samtgemeinde Thedinghausen,≤100
100232532268354,Umfrage - Soziale Konflikte,Freie Universität Berlin,≤100
313744767921,der Freitag,der Freitag,≤100
100312612287008,CDU Hude,CDU Hude,≤100
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,≤100
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,≤100
1947378708884004,Initiative Frosch,Initiative Frosch,≤100
102608544969110,Posterisan,DR. KADE,≤100
116335026590900,Mülltrennung wirkt,die dualen Systeme,≤100
561953460655717,Social Media Ads,Alexander Dietrich,≤100
161674141345516,Weltverbesserer,Die Techniker (TK),≤100
461296367285910,Susanne Mittag,Thore Hans Güldner,≤100
560371954129652,TAG24,TAG24 NEWS Deutschland GmbH,≤100
102240092168973,Michael Frerks,Michael Frerks,≤100
314610442075420,TeamClimate,TeamClimate,≤100
1728170224122620,SPD Cuxland,SPD-Geschäftsstelle Cuxhaven,≤100
689392407920573,Michael Labetzke,Bündnis 90 / Die Grünen - Kreisverband Bremerhaven,≤100
103357964733801,Carsten Büttinghaus,Carsten Büttinghaus,≤100
2174782146144077,Die Grünen Worpswede,Die Grünen Worpswede,≤100
100494431700552,Dr. Denis Ugurcu,Denis Ugurcu,≤100
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,≤100
108322528225163,Andre Klümpen,Andre Kluempen,≤100
64694257920,ProSieben,ProSieben,≤100
