Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,36731,93
103355385129734,The Climate Pledge,The Climate Pledge,20384,14
47930567748,SPD,SPD,18079,146
108824017345866,Facebook,Facebook Inc.,14921,54
78502295414,CDU,CDU,13474,185
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,11725,3
82734241364,Campact e.V.,Campact e.V.,11311,651
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6592,608
21289227249,FDP,FDP,6102,695
105205171835668,Zervakis & Opdenhövel. Live.,ProSieben,6091,1
75159424764,Aktion Mensch,Aktion Mensch,5620,39
1655252804795367,Oatly,Oatly,5232,2
540404695989874,AfD,AfD,4293,56
64694257920,ProSieben,ProSieben,4066,5
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,3709,29
400646766650321,Blinkist,Blinks Labs GmbH,3459,51
170688644503,UNICEF Deutschland,UNICEF Deutschland,2694,25
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2621,7
123523341045520,Die Familienunternehmer,Die Familienunternehmer,2301,35
350558562311,FDP Bayern,FDP Bayern,2275,78
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,2256,241
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,2223,20
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,2198,22
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,2116,80
111033161266569,DeinMorgen,Die Jungen Unternehmer,2013,25
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1824,12
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,1795,6
126952903983246,CDU Berlin,CDU Berlin,1765,123
134137749971478,SPD Berlin,SPD Berlin,1673,20
108165514298122,Zukunft sichern,Zukunft Sichern,1618,50
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,1561,5
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1503,49
282800387209,FDP NRW,FDP NRW,1473,67
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,1470,8
154149027994068,ZDF,ZDF,1418,3
23216224900,Plan International Deutschland,Plan International Deutschland,1410,21
197640170649147,funk,funk,1385,6
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,1381,32
1672408719723194,Deutschland3000,funk,1358,8
109478215738226,Armin Laschet,CDU,1316,1
178362315106,European Parliament,European Parliament,1294,51
263503200272,Welthungerhilfe,Welthungerhilfe,1280,9
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),1263,63
196999950359158,FDP Berlin,FDP Berlin,1253,170
47694585682,DIE LINKE,DIE LINKE,1203,18
92576009043,Jens Spahn,Jens Spahn,1184,76
249296718436,IG Metall,IG Metall,1168,4
376601206024823,DIE DA OBEN!,funk,1149,6
12084075837,Jürgen Todenhöfer,Team Todenhöfer - Die Gerechtigkeitspartei,1110,14
116580098376181,Audible,These ads ran without a disclaimer,1090,3
187394117987834,Bündnis 90/Die Grünen Mecklenburg-Vorpommern,BÜNDNIS 90/DIE GRÜNEN Mecklenburg-Vorpommern,1082,84
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,1052,8
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1008,59
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,991,4
1578640155687393,Sea-Watch,Sea-Watch,979,14
227292860644574,Sebastian Czaja,FDP Berlin,971,221
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,963,10
104342778292114,Kaspar Haller,Kaspar Haller,842,24
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",822,15
114913028545424,Kabel Eins,Seven.One Entertainment Group GmbH,822,1
145019618847447,SAT.1,Seven.One Entertainment Group GmbH,814,1
241036373819,Ben & Jerry's,Ben & Jerry's,812,15
453150811428411,Mastercard,Mastercard,793,2
123103607735306,PRO ASYL,PRO ASYL,766,8
208991275785989,Vonovia,Vonovia SE,762,62
331832984040,LichtBlick,LichtBlick,757,42
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,746,11
134209407129787,Volt Deutschland,Volt Deutschland,737,41
161273245888,Save the Children Deutschland,Save the Children Deutschland,722,74
135445149965726,Kai Whittaker,Kai Whittaker,708,20
395225134413161,Volt Berlin,Volt Berlin,679,64
156155281149864,FDP Köln,FDP Köln,653,64
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,644,3
124651027557566,PHOENIX,phoenix,605,4
41509493347,Diakonie Deutschland,Diakonie Deutschland,604,4
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,582,5
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,581,1
103514875204240,Christoph Schork FDP - Bundestagskandidat,FDP Kreisverband Düsseldorf,574,16
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,571,15
248913988520756,Union Investment,Union Investment Privatfonds GmbH,569,3
133831053368524,SPD Dortmund,SPD Dortmund,565,1
484950398505596,IRC Deutschland,IRC Deutschland,564,6
121678260974,Initiative Neue Soziale Marktwirtschaft (INSM),Initiative Neue Soziale Marktwirtschaft (INSM),563,27
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,535,44
100822712149179,Katharina Pötter,Katharina Pötter,530,10
266691460417403,Christoph Ploß,CDU Hamburg-Nord,518,35
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,517,38
1067821176570031,Paul Ziemiak,CDU Kreisverband Mark,513,6
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,489,10
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,485,12
189184071108491,FDP Hamburg,FDP Hamburg,483,3
218786540044,WWF Deutschland,WWF Deutschland,477,22
133306764192,NABU Bundesverband,NABU Bundesverband,474,50
139470429458087,SPD BRANDENBURG,SPD BRANDENBURG,443,1
110976485656573,Junge Liberale JuLis,Junge Liberale,420,10
197843980339458,Macit Karaahmetoglu,Macit Karaahmetoglu,401,19
103015471773198,David Maier,David Maier,400,37
116000986793106,Klima,Climate Labs GmbH,400,1
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),381,7
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,375,18
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,366,62
123878004343494,GRÜNE Altona,Grüne Altona,352,1
100203099038374,Enkelkinderbriefe,Enekelkinderbriefe,349,6
139782149374162,Benjamin Strasser,Benjamin Strasser,341,12
166140796751166,Bündnis 90/Die Grünen Nürnberg,BÜNDNIS 90/DIE GRÜNEN,332,14
427215427374583,Alternative für Deutschland · AfD Köln,Alternative für Deutschland · AfD Köln,330,6
134080283313500,DIE LINKE Thüringen,DIE LINKE Thüringen,330,26
