Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,39426,89
1399637916952318,CORRECTIV,CORRECTIV unterstützt durch Instagram,24998,1
47930567748,SPD,SPD,24592,195
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,22703,6
108824017345866,Facebook,Facebook Inc.,13777,54
111033161266569,DeinMorgen,Die Jungen Unternehmer,13435,52
21289227249,FDP,FDP,13431,765
82734241364,Campact e.V.,Campact e.V.,13266,795
78502295414,CDU,CDU,8784,352
331832984040,LichtBlick,LichtBlick,8502,50
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,6206,132
47694585682,DIE LINKE,DIE LINKE,6057,25
20672124724,BÜNDNIS 90/DIE GRÜNEN NRW,BÜNDNIS 90/DIE GRÜNEN NRW,5913,4
134137749971478,SPD Berlin,SPD Berlin,5262,12
106516184465027,DieBasis,Basisdemokratische Partei Deutschland,4453,168
123523341045520,Die Familienunternehmer,Die Familienunternehmer,4380,43
350558562311,FDP Bayern,FDP Bayern,4298,94
540404695989874,AfD,AfD,4294,69
75159424764,Aktion Mensch,Aktion Mensch,3891,31
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,3762,29
400646766650321,Blinkist,Blinks Labs GmbH,3453,51
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,3408,15
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,3327,600
12084075837,Jürgen Todenhöfer,Team Todenhöfer - Die Gerechtigkeitspartei,3308,21
1655252804795367,Oatly,Oatly,3121,2
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,2871,45
156304484388194,DIE LINKE. Berlin,DIE LINKE. Berlin,2824,27
101773823336428,Rüdiger Kruse,"Rüdiger Kruse, MdB",2598,61
249296718436,IG Metall,IG Metall,2511,3
109478215738226,Armin Laschet,CDU,2447,2
370397683457658,Deutsche Wohnen & Co Enteignen,Deutsche Wohnen & Co Enteignen,2342,20
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,2197,21
196999950359158,FDP Berlin,FDP Berlin,2104,111
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,2053,22
461041840901568,MLPD,Marxitisch-Leninistische Partei Deutschlands,2000,14
510117665830401,Hilfetelefon Gewalt gegen Frauen,BAFzA,1980,8
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,1900,6
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),1864,12
143504445664134,Christian Lindner,FDP,1856,8
108165514298122,Zukunft sichern,Zukunft Sichern,1743,35
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,1721,4
258679164938305,Maja Wallstein,SPD Cottbus,1693,24
1675394899406675,Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,1641,3
1578640155687393,Sea-Watch,Sea-Watch,1501,15
109931833792280,Everdrop,These ads ran without a disclaimer,1472,23
154149027994068,ZDF,ZDF,1472,3
134296905455337,Support Odin Janoske-Kizildag,Odin Janoske-Kizildag,1433,19
178362315106,European Parliament,European Parliament,1355,37
23216224900,Plan International Deutschland,Plan International Deutschland,1355,20
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,1303,31
1672408719723194,Deutschland3000,funk,1229,8
282800387209,FDP NRW,FDP NRW,1218,70
197640170649147,funk,funk,1192,6
263503200272,Welthungerhilfe,Welthungerhilfe,1150,9
376601206024823,DIE DA OBEN!,funk,1138,6
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,1130,91
134209407129787,Volt Deutschland,Volt Deutschland,1090,53
227292860644574,Sebastian Czaja,FDP Berlin,1046,84
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1038,47
92576009043,Jens Spahn,Jens Spahn,1036,101
116580098376181,Audible,These ads ran without a disclaimer,993,3
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,924,7
104342778292114,Kaspar Haller,Kaspar Haller,922,31
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),921,43
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,902,8
100822712149179,Katharina Pötter,Katharina Pötter,899,9
1067821176570031,Paul Ziemiak,CDU Kreisverband Mark,884,6
208991275785989,Vonovia,Vonovia SE,867,62
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",847,15
161273245888,Save the Children Deutschland,Save the Children Deutschland,843,82
241036373819,Ben & Jerry's,Ben & Jerry's,799,6
187394117987834,Bündnis 90/Die Grünen Mecklenburg-Vorpommern,BÜNDNIS 90/DIE GRÜNEN Mecklenburg-Vorpommern,750,49
110976485656573,Junge Liberale JuLis,Junge Liberale,712,15
124651027557566,PHOENIX,phoenix,711,7
189184071108491,FDP Hamburg,Freie Demokratische Partei (FDP) Landesverband Hamburg,707,13
101143705599210,Sandra von Möller,CDU Köln,695,9
104145414310,Olaf Scholz,SPD,694,5
1760904514159207,Bündnis 90/Die Grünen Dortmund,Bündnis 90/Die Grünen Kreisverband Dortmund,681,11
349452295159676,"Peter Stein, Bundestagsabgeordneter",Peter Stein,677,28
126952903983246,CDU Berlin,CDU Berlin,677,110
86337829141,BÜNDNIS 90/DIE GRÜNEN Sachsen,BÜNDNIS 90/DIE GRÜNEN in Sachsen,631,3
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",620,1
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,614,3
189184071108491,FDP Hamburg,FDP Hamburg,611,2
46098347293,Junge Union Deutschlands,Junge Union Deutschlands,609,1
201710366528032,Umweltinstitut München e.V.,Umweltinstitut München e.V.,599,4
107076604063996,Xross Over,Betim Cenaj,595,7
41509493347,Diakonie Deutschland,Diakonie Deutschland,590,5
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,586,41
104228758621197,Hocker statt Höcke - Deutschland. Aber tolerant.,Rainer Opolka,585,15
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,566,12
133831053368524,SPD Dortmund,SPD Dortmund,549,1
164514150363925,Hubert Hüppe,CDU Kreisverband Unna,544,13
100755981968185,Seija Knorr-Köning,Seija Knorr-Köning,542,41
156155281149864,FDP Köln,FDP Köln,536,47
123878004343494,GRÜNE Altona,Grüne Altona,506,2
395225134413161,Volt Berlin,Volt Berlin,504,66
218786540044,WWF Deutschland,WWF Deutschland,472,17
133306764192,NABU Bundesverband,NABU Bundesverband,458,50
278635285512969,SPD Kreis Steinfurt,SPD Kreis Steinfurt,451,8
206465909483677,CDU Bonn,CDU Bonn,443,13
152650658523697,Sepp Müller,Sepp Müller MdB,428,18
2010920999000602,Fridays for Future Deutschland,Alle fürs Klima e.V.,421,20
118418024890466,Familienbetriebe Land und Forst e.V.,Familienbetriebe Land und Forst,406,18
690975797779447,Freie Wähler Brandenburg,FREIE WÄHLER Landesvereinigung Brandenburg,404,6
343364921106,Caritas international,Caritas international,397,98
969991799799891,Monika Grütters,CDU Reinickendorf | Monika Grütters,392,5
1414345935455386,Florian Fuchs,Florian Fuchs,380,3
103015471773198,David Maier,David Maier,375,37
110135771403531,Diesmalgrün,diesmalgrün,373,20
169458386402344,Franziska Brantner,Grüne Heidelberg,370,6
130273271119,SPD Hamburg,SPD Hamburg,367,33
105233098230457,Verena Hubertz,Verena Hubertz / SPD Bundestagskandidatin für Trier & Trier-Saarburg,366,8
166021496808171,Annegret Kramp-Karrenbauer,Kramp-Karrenbauer,364,13
241400009229424,FDP Baden-Württemberg,FDP Baden-Württemberg,364,12
59052417687,Bundeszentrale für politische Bildung (bpb),Bundeszentrale für politische Bildung (bpb),356,1
266691460417403,Christoph Ploß,CDU Hamburg-Nord,354,32
100247878995744,Wahlradar Gesundheit 2021,Wahlradar Gesundheit,349,19
560371954129652,TAG24,TAG24 NEWS Deutschland GmbH,346,17
922013954486012,StrassenBLUES,StrassenBLUES,342,9
66426617453,FDP Sachsen,FDP Sachsen,339,43
173949587746947,dieBasis Kreisverband Karlsruhe,Kreisverband dieBasis Karlsruhe Stadt,334,8
501221193222717,Deutsche Fernsehlotterie,Deutsche Fernsehlotterie gGmbH,332,2
139782149374162,Benjamin Strasser,Benjamin Strasser,332,12
170688644503,UNICEF Deutschland,UNICEF Deutschland,331,21
499359010093513,FREIE WÄHLER Rheinland Pfalz,FREIE WÄHLER Rheinland-Pfalz,331,3
112562615494117,Bündnis 90/Die Grünen Friedrichshain-Kreuzberg,Bündnis 90/Die Grünen Xhain,330,6
52888328642,"Oliver Luksic, MdB","Oliver Luksic, MdB",324,10
115908038555670,Florian Post,Florian Post MdB,324,7
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,316,12
166140796751166,Bündnis 90/Die Grünen Nürnberg,BÜNDNIS 90/DIE GRÜNEN,315,15
102534893738681,Alexander Krauß MdB,Alexander Krauß MdB,314,7
312751442108983,SPD Ludwigshafen,SPD Ludwigshafen,313,123
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,312,6
377947178928550,Maik Beermann,Maik Beermann,308,10
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,307,11
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,306,25
381177051962,Grüne München,BÜNDNIS 90/DIE GRÜNEN,306,23
110374681131307,Marcel Riethig - Mut.Macher.,Jens Martin Baumgartner,305,1
149871337782,Piratenpartei,Piratenpartei Deutschland,303,53
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,301,6
846335975484709,The Generation Forest,The Generation Forest eG,300,1
154423267921909,followfood,followfood,299,2
1026865247418194,Daniel Föst,Daniel Föst,298,1
61457331088,Helge Braun,CDU Kreisverband Gießen,292,2
45872374946,GREENPEACE MAGAZIN,GREENPEACE MAGAZIN,290,4
203575543022507,Dietlind Tiemann,Dr. Dietlind Tiemann,290,4
193902536304,Aufbau Verlag,Aufbau Verlag GmbH & Co.KG,286,16
139470429458087,SPD BRANDENBURG,SPD BRANDENBURG,280,1
205311826175998,DIE LINKE. Mecklenburg-Vorpommern,DIE LINKE. Mecklenburg-Vorpommern,279,6
115602575294020,AfD Brandenburg,AfD Brandenburg,277,12
