Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,18558,14
319040328150027,Facebook Politik und Gesellschaft,Facebook Politik und Gesellschaft,12449,2
82734241364,Campact e.V.,Campact e.V.,10101,515
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,9130,90
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6316,777
21289227249,FDP,FDP,5939,514
75159424764,Aktion Mensch,Aktion Mensch,4928,30
540404695989874,AfD,AfD,4289,42
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,3740,7
78502295414,CDU,CDU,3241,22
47930567748,SPD,SPD,3110,60
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2160,6
111033161266569,DeinMorgen,Die Jungen Unternehmer,1936,4
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1771,79
104342778292114,Kaspar Haller,Kaspar Haller,1634,33
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,1611,184
484950398505596,IRC Deutschland,IRC Deutschland,1591,8
116580098376181,Audible,These ads ran without a disclaimer,1587,3
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,1471,7
47694585682,DIE LINKE,DIE LINKE,1469,28
249296718436,IG Metall,IG Metall,1387,4
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1364,8
108165514298122,Zukunft sichern,Zukunft Sichern,1333,41
23216224900,Plan International Deutschland,Plan International Deutschland,1327,19
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1300,45
376601206024823,DIE DA OBEN!,funk,1230,9
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,1194,1
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1159,21
154149027994068,ZDF,ZDF,1103,4
134137749971478,SPD Berlin,SPD Berlin,1099,21
134209407129787,Volt Deutschland,Volt Deutschland,1068,38
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1023,53
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),992,63
331832984040,LichtBlick,LichtBlick,990,20
104032794633377,Mein BAföG,Bundesministerium für Bildung und Forschung,987,4
114554831934355,Tierschutzbund,Deutscher Tierschutzbund e.V.,980,23
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,958,10
196999950359158,FDP Berlin,FDP Berlin,878,210
400646766650321,Blinkist,Blinks Labs GmbH,841,66
92576009043,Jens Spahn,Jens Spahn,792,78
113319324330513,Politcheck,Forum für politischen und gesellschaftlichen Informationsaustausch,781,3
124651027557566,PHOENIX,phoenix,693,7
112981306741840,Klimastreik - Zusammen mit Fridays For Future auf die Straßen,klima-streik.org,679,3
100822712149179,Katharina Pötter,Katharina Pötter,677,19
