Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
82734241364,Campact e.V.,Campact e.V.,12238,364
108824017345866,Facebook,Facebook Inc.,6506,23
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6474,678
178362315106,European Parliament,European Parliament,6189,10
64694257920,ProSieben,ProSieben,3290,6
540404695989874,AfD,AfD,3059,29
75159424764,Aktion Mensch,Aktion Mensch,2920,26
107898832590939,European Commission,European Commission,2569,33
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,2183,18
108165514298122,Zukunft sichern,Zukunft Sichern,2165,28
484950398505596,IRC Deutschland,IRC Deutschland,2067,5
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,1909,22
170688644503,UNICEF Deutschland,UNICEF Deutschland,1643,40
21289227249,FDP,FDP,1571,83
350558562311,FDP Bayern,FDP Bayern,1376,23
123523341045520,Die Familienunternehmer,Die Familienunternehmer,1329,26
249296718436,IG Metall,IG Metall,1308,10
111033161266569,DeinMorgen,Die Jungen Unternehmer,1279,64
23216224900,Plan International Deutschland,Plan International Deutschland,1176,10
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,1108,29
134209407129787,Volt Deutschland,Volt Deutschland,1077,13
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1065,69
453150811428411,Mastercard,Mastercard,989,2
116580098376181,Audible,These ads ran without a disclaimer,980,2
134137749971478,SPD Berlin,SPD Berlin,969,17
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",920,2
331832984040,LichtBlick,LichtBlick,866,24
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),810,26
90035328642,PETA Deutschland,PETA Deutschland,808,24
116000986793106,Klima,Climate Labs GmbH,736,2
154149027994068,ZDF,ZDF,652,2
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,526,4
47930567748,SPD,SPD,518,10
130273271119,SPD Hamburg,SPD Hamburg,505,57
126866220711392,MDM Deutsche Münze,MDM Münzhandelsgesellschaft mbH & Co. KG Deutsche Münze,497,7
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,481,16
1578640155687393,Sea-Watch,Sea-Watch,468,11
126952903983246,CDU Berlin,CDU Berlin,441,137
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,437,2
110976485656573,Junge Liberale JuLis,Junge Liberale,422,8
143504445664134,Christian Lindner,FDP,407,21
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),398,5
282800387209,FDP NRW,FDP NRW,391,14
380349938694731,Mentor Verlag,Mentor Verlag,376,2
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,374,2
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,362,17
161273245888,Save the Children Deutschland,Save the Children Deutschland,361,16
593476900673774,ifaw,ifaw,352,9
253592560263,Christoffel-Blindenmission (CBM),CBM Christoffel-Blindenmission Christian Blind Mission e.V.,347,9
478399422560922,KadeFungin,DR. KADE,315,21
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,313,121
2188342231399828,HSI/Deutschland,HSI/Deutschland,312,26
381131842711915,Svenja Hahn,Svenja Ilona Hahn,303,2
43899732459,fritz-kola,fritz-kola,287,4
116335026590900,Mülltrennung wirkt,die dualen Systeme,282,53
614408642007931,Zurich,Zürich Beteiligungs AG,279,4
1565754943752371,Robert Farle,Robert Farle,273,19
154423267921909,followfood,followfood,260,2
102608544969110,Posterisan,DR. KADE,256,18
47694585682,DIE LINKE,DIE LINKE,252,13
161674141345516,Weltverbesserer,Die Techniker (TK),250,9
357565717909863,conny.legal,wenigermiete.de,248,69
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,246,2
614408642007931,Zurich,Zürich Beteiligungs AG,246,3
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,239,5
127143338110,missio,missio,228,35
227292860644574,Sebastian Czaja,FDP Berlin,223,68
196999950359158,FDP Berlin,FDP Berlin,222,58
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,220,7
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,217,40
283742725154417,Interactive Media Foundation,Interactive Media Foundation gGmbH,214,6
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,15
41509493347,Diakonie Deutschland,Diakonie Deutschland,213,6
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,213,15
107411260903386,The Mother Nature App,The Mother Nature GmbH,213,8
1566424690272923,Volker Wissing,FDP,211,14
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,210,3
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,9
313744767921,der Freitag,der Freitag,208,16
104342778292114,Kaspar Haller,Kaspar Haller,208,12
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,203,12
104970081393920,FAKTUlind,DR. KADE,199,6
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,198,17
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,196,21
387862064617610,Grüne Hannover,BÜNDNIS 90/DIE GRÜNEN,193,54
104145414310,Olaf Scholz,SPD,191,5
165629350137468,Schaebens,Schaebens,189,11
103919417972272,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,186,7
133306764192,NABU Bundesverband,NABU Bundesverband,185,65
100232532268354,Umfrage - Soziale Konflikte,Freie Universität Berlin,181,3
124207927630198,WDR,WDR,180,6
45978762184,Saarland.de,Saarland.de,177,5
2010920999000602,Fridays for Future Deutschland,Together for Future e.V.,177,20
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,175,17
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,170,3
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,168,8
410100252391597,"Saskia Esken, SPD",SPD Regionalzentrum Karlsruhe/Nordschwarzwald,167,8
314610442075420,TeamClimate,TeamClimate,166,18
1947378708884004,Initiative Frosch,Initiative Frosch,159,13
207429192606075,Grüne Bremen,BÜNDNIS 90/DIE GRÜNEN,157,22
143389112451336,Grüne im Kreis Steinfurt,BÜNDNIS 90/DIE GRÜNEN,151,51
202215676478081,FDP MV,FDP Mecklenburg-Vorpommern,149,14
560371954129652,TAG24,TAG24 NEWS Deutschland GmbH,145,12
193608491239022,Freifam,Freifam.de,144,2
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,141,10
111794027823611,Falko Droßmann,Falko Droßmann,140,9
448079648735446,Alexander Freier-Winterwerb,Alexander Freier-Winterwerb,140,4
150380582965,BVMW - Bundesverband mittelständische Wirtschaft,BVMW - Bundesverband mittelständische Wirtschaft,137,6
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,136,13
170723476273472,Grüne Kreisverband Ludwigsburg,BÜNDNIS 90/DIE GRÜNEN,136,46
104966247887525,Braindom,These ads ran without a disclaimer,133,6
117194528903,Bündnis 90 / Die Grünen Leipzig,BÜNDNIS 90/DIE GRÜNEN,133,45
243128545750196,GRÜNE Düsseldorf,BÜNDNIS 90/DIE GRÜNEN,133,16
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,130,1
969991799799891,Monika Grütters,CDU Reinickendorf | Monika Grütters,128,4
1805769829749530,Mehr Wirtschaft wagen,Arbeitgeberverband Gesamtmetall,127,21
