Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
82734241364,Campact e.V.,Campact e.V.,9459,489
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6532,699
178362315106,European Parliament,European Parliament,5989,8
108824017345866,Facebook,Facebook Inc.,5936,23
78502295414,CDU,CDU,3993,87
107898832590939,European Commission,European Commission,2481,33
540404695989874,AfD,AfD,2205,29
21289227249,FDP,FDP,1640,55
170688644503,UNICEF Deutschland,UNICEF Deutschland,1635,38
108165514298122,Zukunft sichern,Zukunft Sichern,1458,28
23216224900,Plan International Deutschland,Plan International Deutschland,1341,11
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,1307,33
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1281,10
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,1237,15
116580098376181,Audible,These ads ran without a disclaimer,1107,2
249296718436,IG Metall,IG Metall,1080,8
134209407129787,Volt Deutschland,Volt Deutschland,1027,13
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1010,84
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,947,29
331832984040,LichtBlick,LichtBlick,905,23
90035328642,PETA Deutschland,PETA Deutschland,852,19
123523341045520,Die Familienunternehmer,Die Familienunternehmer,749,14
116000986793106,Klima,Climate Labs GmbH,743,2
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),577,36
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,520,4
453150811428411,Mastercard,Mastercard,517,1
380349938694731,Mentor Verlag,Mentor Verlag,485,2
110976485656573,Junge Liberale JuLis,Junge Liberale,471,15
350558562311,FDP Bayern,FDP Bayern,457,18
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,456,2
47930567748,SPD,SPD,415,8
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,407,4
161273245888,Save the Children Deutschland,Save the Children Deutschland,395,17
130273271119,SPD Hamburg,SPD Hamburg,381,56
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,348,16
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,311,94
154149027994068,ZDF,ZDF,308,1
484950398505596,IRC Deutschland,IRC Deutschland,282,2
183292338524573,Nestlé,Nestlé Deutschland,273,1
