Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,11968,24
82734241364,Campact e.V.,Campact e.V.,8023,294
106626487721376,Amazon Europe,Amazon Europe,7297,9
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6534,644
169463563099560,land.nrw,land.nrw,4046,16
331832984040,LichtBlick,LichtBlick,3444,104
453150811428411,Mastercard,Mastercard,2340,7
170688644503,UNICEF Deutschland,UNICEF Deutschland,1823,36
112369170621210,Deutschland spricht über 5G,Dialoginitiative "Deutschland spricht über 5G",1547,2
108165514298122,Zukunft sichern,Zukunft Sichern,1494,20
540404695989874,AfD,AfD,1447,26
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1429,17
768905426534529,Bundesregierung,Bundesregierung,1366,1
1762360844053566,RECUP,RECUP,1266,64
116580098376181,Audible,These ads ran without a disclaimer,1127,2
23216224900,Plan International Deutschland,Plan International Deutschland,1095,17
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1019,85
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,944,10
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,641,36
614408642007931,Zurich,Zürich Beteiligungs AG,570,13
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,555,16
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,525,8
498082906898583,Spotify,Spotify,517,2
1578640155687393,Sea-Watch,Sea-Watch,472,13
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,450,30
112127710187776,LEA Hessen,LandesEnergieAgentur Hessen,425,3
369567809754486,Open Society Roma Initiatives,the Open Society Foundations,424,41
116000986793106,Klima,Climate Labs GmbH,397,1
1947378708884004,Initiative Frosch,Initiative Frosch,394,24
90035328642,PETA Deutschland,PETA Deutschland,374,26
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,370,40
147245511963527,DGB,Deutscher Gewerkschaftsbund (DGB),357,6
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,342,52
169367889785454,Arbeitgeberverband Gesamtmetall,Arbeitgeberverband Gesamtmetall,338,97
116544291761495,Kindernothilfe E.V.,Kindernothilfe E.V.,338,85
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,327,16
161273245888,Save the Children Deutschland,Save the Children Deutschland,301,21
154423267921909,followfood,followfood,299,1
102608544969110,Posterisan,DR. KADE,288,17
2188342231399828,HSI/Deutschland,HSI/Deutschland,287,22
1454464454784272,EWR,EWR Aktiengesellschaft,276,3
165629350137468,Schaebens,Schaebens,271,15
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,267,17
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,260,23
161674141345516,Weltverbesserer,Die Techniker (TK),253,9
1982314815387746,EYD,Humanitarian Clothing GmbH,242,17
45978762184,Saarland.de,Saarland.de,241,7
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,224,8
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,224,21
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,223,41
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,221,15
332923170220,ONE Deutschland,ONE Deutschland,213,3
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,213,5
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,213,15
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,208,8
305368552898287,Viessmann,These ads ran without a disclaimer,202,1
107898832590939,European Commission,European Commission,201,26
1790920000965539,CDU CSU Europa,CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament,201,31
127143338110,missio,missio,201,11
350558562311,FDP Bayern,FDP Bayern,197,5
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,190,8
100211998283499,Wasserhelden,Wasserhelden,188,2
107411260903386,The Mother Nature App,The Mother Nature GmbH,183,15
1565754943752371,Robert Farle,Robert Farle,177,16
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,176,3
78502295414,CDU,CDU,169,9
282800387209,FDP NRW,FDP NRW,162,7
130534873659391,Greenpeace Energy,Greenpeace Energy e.G.,161,30
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,160,3
101285651990166,Planted,Planted HQ gGmbH,159,18
116335026590900,Mülltrennung wirkt,die dualen Systeme,158,51
113496690102800,energis Erlebe was Dein Zuhause kann,energis GmbH,157,6
1805769829749530,Mehr Wirtschaft wagen,Arbeitgeberverband Gesamtmetall,156,81
153048968094202,Haspa - Hamburger Sparkasse,Haspa - Hamburger Sparkasse,154,4
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,154,42
133306764192,NABU Bundesverband,NABU Bundesverband,154,60
193608491239022,Freifam,Freifam.de,150,1
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,141,7
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,140,1
