Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
331832984040,LichtBlick,LichtBlick,5148,28
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,4095,769
105205171835668,Zervakis & Opdenhövel. Live.,ProSieben,3678,3
194997973937131,LinkedIn,LinkedIn Germany GmbH,3435,25
103355385129734,The Climate Pledge,The Climate Pledge,3038,2
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,2250,2
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1871,13
346059386316717,Dash,These ads ran without a disclaimer,1278,1
178362315106,European Parliament,European Parliament,1248,8
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1042,12
161273245888,Save the Children Deutschland,Save the Children Deutschland,650,73
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,634,48
197589525931,Facebook app,Facebook,591,1
208991275785989,Vonovia,Vonovia SE,588,62
23216224900,Plan International Deutschland,Plan International Deutschland,557,18
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",478,10
484950398505596,IRC Deutschland,IRC Deutschland,445,8
82734241364,Campact e.V.,Campact e.V.,378,18
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,359,3
139065632780165,Monika Hohlmeier,Monika Hohlmeier,302,4
169463563099560,land.nrw,land.nrw,302,1
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,295,14
116580098376181,Audible,These ads ran without a disclaimer,286,5
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,261,24
116000986793106,Klima,Climate Labs GmbH,246,6
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,226,19
343364921106,Caritas international,Caritas international,221,131
130534873659391,Green Planet Energy,Green Planet Energy eG,216,41
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,214,2
460665437794604,planted.,These ads ran without a disclaimer,209,3
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,199,5
120479081330563,Körber-Stiftung,Körber-Stiftung,161,31
418684251574420,Gernot Schmidt,Odermedia GmbH,159,5
263503200272,Welthungerhilfe,Welthungerhilfe,159,6
161674141345516,Weltverbesserer,Die Techniker (TK),157,9
593476900673774,ifaw,ifaw,152,12
154423267921909,followfood,followfood,151,2
148960219016150,WLDOHO,These ads ran without a disclaimer,150,3
273454591804,SOS-Kinderdorf Deutschland,SOS-Kinderdorf e.V.,149,9
