Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
331832984040,LichtBlick,LichtBlick,7900,24
194997973937131,LinkedIn,LinkedIn Germany GmbH,6443,25
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6266,769
103355385129734,The Climate Pledge,The Climate Pledge,5390,2
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,3869,2
678621418886428,Tag der Deutschen Einheit,Staatskanzlei und Ministerium für Kultur Sachsen-Anhalt,3069,144
178362315106,European Parliament,European Parliament,2094,14
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,1272,11
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1052,48
161273245888,Save the Children Deutschland,Save the Children Deutschland,1024,70
208991275785989,Vonovia,Vonovia SE,1011,62
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,964,18
484950398505596,IRC Deutschland,IRC Deutschland,938,2
23216224900,Plan International Deutschland,Plan International Deutschland,927,18
82734241364,Campact e.V.,Campact e.V.,894,31
116580098376181,Audible,These ads ran without a disclaimer,756,5
478399422560922,KadeFungin,DR. KADE,746,5
1312721828781856,Diskutier Mit Mir,Diskutier Mit Mir e.V.,579,3
100717801668573,Gesunde Erde - Gesunde Menschen,Stiftung Gesunde Erde Gesunde Menschen gGmbH,501,3
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,495,14
593476900673774,ifaw,ifaw,456,16
120479081330563,Körber-Stiftung,Körber-Stiftung,434,40
116000986793106,Klima,Climate Labs GmbH,404,6
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,373,24
343364921106,Caritas international,Caritas international,368,149
170688644503,UNICEF Deutschland,UNICEF Deutschland,360,23
217879838339082,Bundesministerium für Wirtschaft und Energie,Bundesministerium für Wirtschaft und Energie,339,5
273454591804,SOS-Kinderdorf Deutschland,SOS-Kinderdorf e.V.,310,10
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",310,10
743553305741738,Frag ZEBRA,Landesanstalt für Medien NRW,298,13
130534873659391,Green Planet Energy,Green Planet Energy eG,289,12
263503200272,Welthungerhilfe,Welthungerhilfe,270,6
161674141345516,Weltverbesserer,Die Techniker (TK),264,10
846335975484709,The Generation Forest,The Generation Forest eG,261,2
103031897985651,Good For You Mag,These ads ran without a disclaimer,256,1
718677004826671,Deutsche Umwelthilfe,Deutsche Umwelthilfe,232,19
1811839762254313,Bayerisches Innenministerium,"Bayerisches Staatsministerium des Innern, für Sport und Integration",227,21
170055473557382,Land.Schafft.Bayern,Land.Schafft.Bayern,222,8
353539974847979,IHK Koblenz,IHK Koblenz,216,40
109449963774645,Podimo,These ads ran without a disclaimer,209,1
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,204,6
100809408696481,finanzen.de viva,finanzen.de,202,2
107411260903386,The Mother Nature App,The Mother Nature GmbH,194,10
614408642007931,Zurich,Zürich Beteiligungs AG,188,2
217786668379580,350.org Deutschland,350.org Deutschland,184,3
258172067920,Sächsische.de,Sächsische.de,182,16
110325972343711,Bundesstiftung zur Aufarbeitung der SED-Diktatur,Bundesstiftung zur Aufarbeitung der SED-Diktatur,181,2
139065632780165,Monika Hohlmeier,Monika Hohlmeier,175,3
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,171,3
154423267921909,followfood,followfood,169,2
45872374946,GREENPEACE MAGAZIN,GREENPEACE MAGAZIN,167,6
294772850956765,Green Forest Fund e.V.,GREEN FOREST FUND e.V.,166,2
418684251574420,Gernot Schmidt,Odermedia GmbH,157,4
2188342231399828,HSI/Deutschland,HSI/Deutschland,151,8
1947378708884004,Initiative Frosch,Initiative Frosch,151,9
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,146,16
116335026590900,Mülltrennung wirkt,die dualen Systeme,143,15
100572773318575,Ärzte der Welt,Ärzte der Welt,135,26
106653924258368,Vision Sea Life,Vision Sea Life,128,12
102918022164831,Your Data Mirror,Interactive Media Foundation gGmbH,128,2
374927701107,Ostsee-Zeitung,MADSACK Market Solutions GmbH,127,3
90035328642,PETA Deutschland,PETA Deutschland,126,12
214065808453,SPD Saar,SPD Saar,126,4
110271520875262,Berlin TXL,Land Berlin vertreten durch die Tegel Projekt GmbH,124,37
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,Deutscher Verkehrssicherheitsrat e.V.,123,3
152125264826246,Wilo Group,Wilo Group,122,2
141612489183275,Hans-Böckler-Stiftung,Hans-Böckler-Stiftung,118,6
145944615464920,Polarstern Energie,Polarstern Energie,117,4
1096099377140176,karlsruhe.digital,Initiative karlsruhe.digital,111,8
1509790395958123,Aktion gegen den Hunger,Aktion gegen den Hunger,109,1
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,106,46
104824124853030,Isabel Cademartori,SPD Mannheim,106,1
119259598130965,Bildungsstätte Anne Frank,Bildungsstätte Anne Frank,102,17
1745982485667400,Guido Reil,Guido Reil,≤100,1
648606161910298,"Ministerium für Soziales, Gesundheit, Frauen und Familie","Ministerium für Soziales, Gesundheit, Frauen und Familie",≤100,4
101285651990166,Planted,Planted HQ gGmbH,≤100,10
163969044200338,The Female Company,The Female Company,≤100,1
332923170220,ONE Deutschland,ONE Deutschland,≤100,3
112277272142815,Sparkasse,Sparkasse,≤100,1
494153183976139,Stadtwerke Esslingen,Stadtwerke Esslingen am Neckar GmbH & Co KG,≤100,7
56497026719,SOS-Kinderdörfer weltweit,SOS-Kinderdörfer weltweit,≤100,28
1077260675704647,Wohnglück,Impleco GmbH,≤100,29
107268848302529,Elli - A brand of the Volkswagen Group,Volkswagen Group Charging GmbH,≤100,4
1703416996566672,Echt Grün - Eure Landwirte,Echt Grün - Eure Landwirte,≤100,16
64694257920,ProSieben,ProSieben,≤100,4
21289227249,FDP,FDP,≤100,1
149915685059106,Binnaz Abla,These ads ran without a disclaimer,≤100,2
375109771472,Freie Presse,Freie Presse,≤100,16
611910082337980,VerbraucherCheck.net,Caesar Richard Reinhold Ludwig  Schütz,≤100,17
303043247017496,Markus Buchheit,Markus Buchheit,≤100,1
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,≤100,2
117534528257937,Bund für Umwelt und Naturschutz Deutschland,Bund für Umwelt und Naturschutz Deutschland,≤100,34
215977868441680,Bundeswehr Karriere,These ads ran without a disclaimer,≤100,1
169463563099560,land.nrw,land.nrw,≤100,1
