Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
331832984040,LichtBlick,LichtBlick,8221,21
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6638,757
103355385129734,The Climate Pledge,The Climate Pledge,5250,2
152033178165965,Deutsche Bahn Personenverkehr,Deutsche Bahn Personenverkehr,3769,2
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,2823,47
107085727344683,Mein Schlüssel zur Welt,Bundesministerium für Bildung und Forschung,2017,6
178362315106,European Parliament,European Parliament,1715,13
23216224900,Plan International Deutschland,Plan International Deutschland,1401,18
82734241364,Campact e.V.,Campact e.V.,1149,33
241036373819,Ben & Jerry's,Ben & Jerry's,1141,6
614408642007931,Zurich,Zürich Beteiligungs AG,1116,8
1508446642792459,Vattenfall Deutschland,Vattenfall Deutschland,1053,22
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1015,54
236934790401,UNO-Flüchtlingshilfe,UNO-Flüchtlingshilfe,1007,7
208991275785989,Vonovia,Vonovia SE,1001,62
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,961,12
116580098376181,Audible,These ads ran without a disclaimer,916,5
161273245888,Save the Children Deutschland,Save the Children Deutschland,855,64
484950398505596,IRC Deutschland,IRC Deutschland,635,2
1578640155687393,Sea-Watch,Sea-Watch,627,9
498082906898583,Spotify,Spotify,594,1
273454591804,SOS-Kinderdorf Deutschland,SOS-Kinderdorf e.V.,525,10
154423267921909,followfood,followfood,517,2
478399422560922,KadeFungin,DR. KADE,483,10
308675340042451,Stuttgart macht's rein.,Landeshauptstadt Stuttgart ,443,14
314610442075420,TeamClimate,TeamClimate,438,62
343364921106,Caritas international,Caritas international,426,139
109268274798247,E-Fuels-Forum,CLASSIC Tankstellen GmbH & Co. KG,389,16
116000986793106,Klima,Climate Labs GmbH,387,6
593476900673774,ifaw,ifaw,372,12
103265132033300,Dranbleiben BW,"die wegmeister gmbh für das Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",368,10
144056328943269,Vaillant,Vaillant Deutschland,289,5
120479081330563,Körber-Stiftung,Körber-Stiftung,285,28
161674141345516,Weltverbesserer,Die Techniker (TK),282,11
540404695989874,AfD,AfD,273,3
449196900156,Volvo Car Deutschland,Volvo Car Germany GmbH,272,1
263503200272,Welthungerhilfe,Welthungerhilfe,267,6
223829854355699,Frosch,Frosch,257,2
