Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12156,24
82734241364,Campact e.V.,Campact e.V.,10669,69
106626487721376,Amazon Europe,Amazon Europe,7396,9
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6583,640
169463563099560,land.nrw,land.nrw,3335,11
453150811428411,Mastercard,Mastercard,2818,10
21289227249,FDP,FDP,2611,35
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,2248,16
331832984040,LichtBlick,LichtBlick,2200,58
768905426534529,Bundesregierung,Bundesregierung,1979,1
170688644503,UNICEF Deutschland,UNICEF Deutschland,1822,35
108165514298122,Zukunft sichern,Zukunft Sichern,1536,19
112352081112400,Inyova Impact Investing - Germany,Inyova Impact Investing,1378,38
540404695989874,AfD,AfD,1241,19
116580098376181,Audible,These ads ran without a disclaimer,1190,2
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,1095,34
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1029,85
442906105719770,TotalEnergies,TOTAL Deutschland GmbH,951,10
1578640155687393,Sea-Watch,Sea-Watch,570,13
47930567748,SPD,SPD,488,4
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,486,2
490874321062716,Berlin Partner für Wirtschaft und Technologie,Berlin Partner für Wirtschaft und Technologie,466,30
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,447,22
380349938694731,Mentor Verlag,Mentor Verlag,391,5
116000986793106,Klima,Climate Labs GmbH,389,1
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,376,20
116335026590900,Mülltrennung wirkt,die dualen Systeme,376,53
90035328642,PETA Deutschland,PETA Deutschland,373,29
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,361,16
106441894501599,Zukunft prägen - Lehrer/-in werden,Bayerisches Staatsministerium für Unterricht und Kultus,349,16
1947378708884004,Initiative Frosch,Initiative Frosch,315,5
169065407139584,Tilt,European Greens,313,1
161273245888,Save the Children Deutschland,Save the Children Deutschland,311,13
2188342231399828,HSI/Deutschland,HSI/Deutschland,289,22
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,287,2
100975935361774,Wissensstadt Berlin 2021,Kulturprojekte Berlin GmbH,278,25
2012567329069330,Michael Sack,CDU Landesverband Mecklenburg-Vorpommern,258,35
23216224900,Plan International Deutschland,Plan International Deutschland,250,2
161674141345516,Weltverbesserer,Die Techniker (TK),250,9
