Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
103355385129734,The Climate Pledge,The Climate Pledge,12558,24
82734241364,Campact e.V.,Campact e.V.,11195,360
21289227249,FDP,FDP,7227,91
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,6805,688
108824017345866,Facebook,Facebook Inc.,5862,23
178362315106,European Parliament,European Parliament,5722,9
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,4784,19
78502295414,CDU,CDU,4482,97
107898832590939,European Commission,European Commission,2369,32
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,2069,12
170688644503,UNICEF Deutschland,UNICEF Deutschland,1829,35
106626487721376,Amazon Europe,Amazon Europe,1597,6
108165514298122,Zukunft sichern,Zukunft Sichern,1533,19
23216224900,Plan International Deutschland,Plan International Deutschland,1451,11
47217143218,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,1280,8
350558562311,FDP Bayern,FDP Bayern,1112,18
116580098376181,Audible,These ads ran without a disclaimer,1066,2
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,1066,89
331832984040,LichtBlick,LichtBlick,1052,26
134209407129787,Volt Deutschland,Volt Deutschland,954,13
136260152219,World Vision Deutschland e.V.,World Vision Deutschland e.V.,944,29
453150811428411,Mastercard,Mastercard,944,3
90035328642,PETA Deutschland,PETA Deutschland,861,17
123523341045520,Die Familienunternehmer,Die Familienunternehmer,837,14
116000986793106,Klima,Climate Labs GmbH,792,2
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,709,7
540404695989874,AfD,AfD,706,34
1947378708884004,Initiative Frosch,Initiative Frosch,628,24
143504445664134,Christian Lindner,FDP,612,10
120655374567,Ökologisch-Demokratische Partei (ÖDP),Ökologisch-Demokratische Partei (ÖDP),587,40
1566424690272923,Volker Wissing,FDP,570,8
154149027994068,ZDF,ZDF,559,1
164131966966839,FDP Schleswig-Holstein,FDP Schleswig-Holstein,526,22
380349938694731,Mentor Verlag,Mentor Verlag,514,2
161674141345516,Weltverbesserer,Die Techniker (TK),507,11
768905426534529,Bundesregierung,Bundesregierung,498,1
478399422560922,KadeFungin,DR. KADE,467,9
2093351790978732,Lucid: Great Ideas Visualized,These ads ran without a disclaimer,432,2
103558289679671,Bündnis 90/Die Grünen Berlin,Die Landesgeschäftsführung von Bündnis 90/Die Grünen Berlin,407,13
110976485656573,Junge Liberale JuLis,Junge Liberale,381,8
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,358,16
88331883353,BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz,Bündnis 90/Die Grünen Rheinland-Pfalz,332,1
44511549119,Konrad-Adenauer-Stiftung,Konrad-Adenauer-Stiftung,327,63
484950398505596,IRC Deutschland,IRC Deutschland,324,4
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,311,3
168773186520269,ALDI SÜD,These ads ran without a disclaimer,308,2
183292338524573,Nestlé,Nestlé Deutschland,307,1
102608544969110,Posterisan,DR. KADE,298,18
161273245888,Save the Children Deutschland,Save the Children Deutschland,291,9
204327886385912,FREIE WÄHLER Bundesvereinigung,FREIE WÄHLER Bundesvereinigung,290,12
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,283,8
154423267921909,followfood,followfood,272,2
614408642007931,Zurich,Zürich Beteiligungs AG,267,4
1565754943752371,Robert Farle,Robert Farle,264,17
1110204782371616,Die Moderne Landwirtschaft,Forum Moderne Landwirtschaft e.V.,248,40
189617674514883,Rheinland-Pfalz,Rheinland-Pfalz,238,5
106261086094051,noz.de,Neue Osnabrücker Zeitung GmbH & Co. KG,233,19
101526322159805,Opera News Europe,These ads ran without a disclaimer,232,1
127143338110,missio,missio,230,5
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,218,4
351947321504088,GRÜNE Niedersachsen,Grüne Niedersachsen,214,5
